order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin,category,sub_category,description,unit_cost,days_to_ship,order_year,order_month_no,order_day,order_day_name,margin_category
IN-2019-70864,2019-08-22,2019-08-27,Standard Class,LP-17080,FUR-CH-10004600,210.24,4,0.27,57.6,0.27,Furniture,Chairs,"Harbour Creations Chairmat, Red",38.16,5,2019,8,3,Thursday,Medium
IN-2020-21892,2020-03-23,2020-03-29,Standard Class,SB-20290,FUR-CH-10004600,144.0,2,0.0,67.68,0.47,Furniture,Chairs,"Harbour Creations Chairmat, Red",38.16,6,2020,3,0,Monday,High
ID-2022-14066,2022-12-03,2022-03-16,Standard Class,NS-18505,FUR-CH-10004600,735.84,14,0.27,201.6,0.27,Furniture,Chairs,"Harbour Creations Chairmat, Red",38.16,-262,2022,12,5,Saturday,Medium
IN-2022-39371,2022-12-09,2022-09-16,Standard Class,NH-18610,FUR-CH-10004600,576.0,8,0.0,270.72,0.47,Furniture,Chairs,"Harbour Creations Chairmat, Red",38.16,-84,2022,12,4,Friday,High
ID-2022-39525,2022-06-14,2022-06-19,Standard Class,RE-19405,FUR-CH-10004600,108.0,2,0.25,31.68,0.29,Furniture,Chairs,"Harbour Creations Chairmat, Red",38.16,5,2022,6,1,Tuesday,Medium
IN-2021-12729,2021-04-05,2021-08-05,Second Class,KT-16480,FUR-CH-10004609,200.76,2,0.0,86.28,0.43,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",57.24,122,2021,4,0,Monday,High
IN-2022-60630,2022-04-07,2022-06-07,Second Class,MS-17365,FUR-CH-10004609,501.9,5,0.0,215.7,0.43,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",57.24,61,2022,4,3,Thursday,High
IN-2022-72054,2022-07-04,2022-12-04,Standard Class,JW-15220,FUR-CH-10004609,200.76,2,0.0,86.28,0.43,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",57.24,153,2022,7,0,Monday,High
IN-2019-50438,2019-09-21,2019-09-23,Second Class,TS-21505,FUR-CH-10004609,100.38,1,0.0,43.14,0.43,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",57.24,2,2019,9,5,Saturday,High
IN-2022-76058,2022-03-13,2022-03-15,First Class,FO-14305,FUR-CH-10004694,969.36,7,0.0,348.81,0.36,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,2,2022,3,6,Sunday,High
IN-2019-23530,2019-10-11,2019-12-11,First Class,AS-10285,FUR-CH-10004694,969.36,7,0.0,348.81,0.36,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,61,2019,10,4,Friday,High
IN-2020-41107,2020-06-22,2020-06-24,Second Class,BT-11680,FUR-CH-10004694,303.2712,3,0.27,37.3212,0.12,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,2,2020,6,0,Monday,Medium
IN-2020-67490,2020-09-11,2020-11-14,Standard Class,GM-14695,FUR-CH-10004694,311.58,3,0.25,45.63,0.15,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,64,2020,9,4,Friday,Medium
IN-2022-65502,2022-02-28,2022-05-03,Standard Class,AC-10420,FUR-CH-10004694,415.44,3,0.0,149.49,0.36,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,64,2022,2,0,Monday,High
IN-2022-77374,2022-02-18,2022-02-18,Same Day,NL-18310,FUR-CH-10004694,202.1808,2,0.27,24.8808,0.12,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,0,2022,2,4,Friday,Medium
IN-2019-36865,2019-09-12,2019-12-12,Second Class,TZ-21445,FUR-CH-10004694,415.44,3,0.0,149.49,0.36,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,91,2019,9,3,Thursday,High
ID-2019-39721,2019-05-13,2019-05-18,Standard Class,PB-19210,FUR-CH-10004694,101.0904,1,0.27,12.4404,0.12,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,5,2019,5,0,Monday,Medium
ID-2020-34884,2020-03-08,2020-09-08,Standard Class,SC-20305,FUR-CH-10004694,249.264,2,0.1,71.964,0.29,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,184,2020,3,6,Sunday,Medium
IN-2022-45258,2022-08-22,2022-08-24,Second Class,EB-14170,FUR-CH-10004694,553.92,4,0.0,199.32,0.36,Furniture,Chairs,"Office Star Rocking Chair, Black",88.65,2,2022,8,0,Monday,High
IN-2020-86257,2020-11-17,2020-11-22,Standard Class,DM-13015,FUR-CH-10004705,914.28,2,0.0,91.38,0.1,Furniture,Chairs,"Hon Executive Leather Armchair, Black",411.45,5,2020,11,1,Tuesday,Medium
IN-2020-86635,2020-05-16,2020-05-18,Second Class,AP-10720,FUR-CH-10004705,914.28,2,0.0,91.38,0.1,Furniture,Chairs,"Hon Executive Leather Armchair, Black",411.45,2,2020,5,5,Saturday,Medium
IN-2021-85795,2021-10-09,2021-09-14,Standard Class,HR-14830,FUR-CH-10004751,157.98,2,0.0,22.08,0.14,Furniture,Chairs,"Hon Steel Folding Chair, Black",67.95,-25,2021,10,5,Saturday,Medium
IN-2019-86460,2019-10-14,2019-10-16,Second Class,JJ-15760,FUR-CH-10004751,189.576,4,0.4,-82.224,-0.43,Furniture,Chairs,"Hon Steel Folding Chair, Black",67.95,2,2019,10,0,Monday,Low
ID-2022-84661,2022-12-16,2022-12-21,Second Class,RP-19390,FUR-CH-10004751,94.788,2,0.4,-41.112,-0.43,Furniture,Chairs,"Hon Steel Folding Chair, Black",67.95,5,2022,12,4,Friday,Low
ID-2020-86656,2020-07-07,2020-07-07,Same Day,DB-13270,FUR-CH-10004751,189.576,4,0.4,-82.224,-0.43,Furniture,Chairs,"Hon Steel Folding Chair, Black",67.95,0,2020,7,1,Tuesday,Low
ID-2020-28682,2020-05-13,2020-05-15,First Class,FO-14305,FUR-CH-10004810,298.62,2,0.1,36.48,0.12,Furniture,Chairs,"Hon Swivel Stool, Set of Two",131.07,2,2020,5,2,Wednesday,Medium
ID-2019-23992,2019-12-27,2019-12-27,Same Day,GA-14725,FUR-CH-10004810,242.214,2,0.27,-19.926,-0.08,Furniture,Chairs,"Hon Swivel Stool, Set of Two",131.07,0,2019,12,4,Friday,Low
IN-2021-40218,2021-01-30,2021-03-02,Standard Class,TC-21535,FUR-CH-10004810,497.7,3,0.0,104.49,0.21,Furniture,Chairs,"Hon Swivel Stool, Set of Two",131.07,31,2021,1,5,Saturday,Medium
IN-2019-76625,2019-12-21,2019-12-26,Standard Class,SP-20620,FUR-CH-10004810,331.8,2,0.0,69.66,0.21,Furniture,Chairs,"Hon Swivel Stool, Set of Two",131.07,5,2019,12,5,Saturday,Medium
IN-2021-18973,2021-10-25,2021-10-28,First Class,GT-14635,FUR-CH-10004810,331.8,2,0.0,69.66,0.21,Furniture,Chairs,"Hon Swivel Stool, Set of Two",131.07,3,2021,10,0,Monday,Medium
IN-2021-34135,2021-09-18,2021-09-24,Standard Class,AP-10720,FUR-CH-10004810,497.7,3,0.0,104.49,0.21,Furniture,Chairs,"Hon Swivel Stool, Set of Two",131.07,6,2021,9,5,Saturday,Medium
IN-2020-61477,2020-11-13,2020-11-17,Standard Class,SH-20395,FUR-CH-10004826,150.606,2,0.1,65.226,0.43,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",42.69,4,2020,11,4,Friday,High
IN-2021-42871,2021-05-09,2021-10-09,Standard Class,SG-20470,FUR-CH-10004826,251.01,3,0.0,122.94,0.49,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",42.69,153,2021,5,6,Sunday,High
IN-2020-14871,2020-10-11,2020-11-14,Standard Class,TS-21370,FUR-CH-10004826,167.34,2,0.0,81.96,0.49,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",42.69,34,2020,10,6,Sunday,High
IN-2021-39686,2021-03-21,2021-03-24,Second Class,NW-18400,FUR-CH-10004826,61.0791,1,0.27,18.3891,0.3,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",42.69,3,2021,3,6,Sunday,High
IN-2022-62135,2022-12-16,2022-12-21,Standard Class,PN-18775,FUR-CH-10004826,418.35,5,0.0,204.9,0.49,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",42.69,5,2022,12,4,Friday,High
IN-2019-54561,2019-11-06,2019-06-18,Standard Class,JM-15535,FUR-CH-10004863,331.02,2,0.0,158.88,0.48,Furniture,Chairs,"SAFCO Swivel Stool, Black",86.07,-141,2019,11,2,Wednesday,High
ID-2021-61442,2021-01-16,2021-01-22,Standard Class,JB-16000,FUR-CH-10004863,496.53,4,0.25,152.25,0.31,Furniture,Chairs,"SAFCO Swivel Stool, Black",86.07,6,2021,1,5,Saturday,High
IN-2021-50851,2021-02-17,2021-02-23,Standard Class,AW-10840,FUR-CH-10004863,827.55,5,0.0,397.2,0.48,Furniture,Chairs,"SAFCO Swivel Stool, Black",86.07,6,2021,2,2,Wednesday,High
IN-2019-45552,2019-10-19,2019-10-24,Standard Class,JL-15130,FUR-CH-10004863,241.6446,2,0.27,69.5046,0.29,Furniture,Chairs,"SAFCO Swivel Stool, Black",86.07,5,2019,10,5,Saturday,Medium
IN-2020-37411,2020-01-18,2020-01-21,Second Class,GA-14725,FUR-CH-10004863,496.53,3,0.0,238.32,0.48,Furniture,Chairs,"SAFCO Swivel Stool, Black",86.07,3,2020,1,5,Saturday,High
IN-2022-13751,2022-07-01,2022-12-01,Standard Class,SC-20770,FUR-CH-10004863,724.9338,6,0.27,208.5138,0.29,Furniture,Chairs,"SAFCO Swivel Stool, Black",86.07,153,2022,7,4,Friday,Medium
ID-2019-65152,2019-11-29,2019-03-12,Standard Class,SC-20695,FUR-CH-10004863,413.775,5,0.5,-16.575,-0.04,Furniture,Chairs,"SAFCO Swivel Stool, Black",86.07,-262,2019,11,4,Friday,Low
ID-2019-71452,2019-06-04,2019-09-04,Second Class,BB-10990,FUR-CH-10004913,676.368,6,0.2,-76.212,-0.11,Furniture,Chairs,"Office Star Rocking Chair, Red",125.43,92,2019,6,1,Tuesday,Low
IN-2019-60539,2019-10-15,2019-10-21,Standard Class,MG-18205,FUR-CH-10004913,845.46,6,0.0,92.88,0.11,Furniture,Chairs,"Office Star Rocking Chair, Red",125.43,6,2019,10,1,Tuesday,Medium
ID-2022-36263,2022-11-27,2022-11-29,First Class,SP-20620,FUR-CH-10004913,205.7286,2,0.27,-45.1314,-0.22,Furniture,Chairs,"Office Star Rocking Chair, Red",125.43,2,2022,11,6,Sunday,Low
IN-2022-38629,2022-08-29,2022-03-09,Standard Class,PT-19090,FUR-CH-10004913,986.37,7,0.0,108.36,0.11,Furniture,Chairs,"Office Star Rocking Chair, Red",125.43,-173,2022,8,0,Monday,Medium
IN-2020-67735,2020-11-13,2020-11-18,Second Class,MH-17455,FUR-CH-10004913,422.73,3,0.0,46.44,0.11,Furniture,Chairs,"Office Star Rocking Chair, Red",125.43,5,2020,11,4,Friday,Medium
ID-2019-82414,2019-09-15,2019-09-22,Standard Class,DK-12835,FUR-FU-10000018,66.168,2,0.4,11.028,0.17,Furniture,Furnishings,"Eldon Clock, Erganomic",27.57,7,2019,9,6,Sunday,Medium
ID-2019-81588,2019-11-30,2019-06-12,Standard Class,NB-18580,FUR-FU-10000067,248.688,8,0.4,32.928,0.13,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",26.97,-171,2019,11,5,Saturday,Medium
ID-2020-71949,2020-10-13,2020-10-16,First Class,PC-18745,FUR-FU-10000069,163.68,5,0.2,-16.47,-0.1,Furniture,Furnishings,"Tenex Door Stop, Durable",36.03,3,2020,10,1,Tuesday,Low
IN-2019-11602,2019-03-09,2019-10-09,Standard Class,AF-10870,FUR-FU-10000069,220.968,6,0.1,4.788,0.02,Furniture,Furnishings,"Tenex Door Stop, Durable",36.03,214,2019,3,5,Saturday,Low
IN-2020-55751,2020-01-11,2020-05-11,Standard Class,BD-11725,FUR-FU-10000069,73.656,2,0.1,1.596,0.02,Furniture,Furnishings,"Tenex Door Stop, Durable",36.03,121,2020,1,5,Saturday,Low
ID-2021-26449,2021-06-15,2021-06-15,Same Day,CV-12805,FUR-FU-10000069,30.69,1,0.25,-5.34,-0.17,Furniture,Furnishings,"Tenex Door Stop, Durable",36.03,0,2021,6,1,Tuesday,Low
IN-2022-68337,2022-11-13,2022-11-17,Standard Class,TS-21430,FUR-FU-10000069,89.6148,3,0.27,-18.4752,-0.21,Furniture,Furnishings,"Tenex Door Stop, Durable",36.03,4,2022,11,6,Sunday,Low
IN-2022-70563,2022-09-13,2022-09-17,Second Class,BD-11770,FUR-FU-10000256,259.05,5,0.0,124.2,0.48,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",26.97,4,2022,9,1,Tuesday,High
IN-2019-79761,2019-11-01,2019-01-16,Standard Class,SC-20680,FUR-FU-10000256,77.715,2,0.25,23.775,0.31,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",26.97,-289,2019,11,4,Friday,High
IN-2022-20499,2022-03-26,2022-03-29,Second Class,GW-14605,FUR-FU-10000306,150.66,3,0.0,9.0,0.06,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",47.22,3,2022,3,5,Saturday,Low
ID-2019-16551,2019-07-09,2019-12-09,Second Class,FC-14245,FUR-FU-10000306,160.704,4,0.2,-28.176,-0.18,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",47.22,153,2019,7,1,Tuesday,Low
IN-2022-51222,2022-03-11,2022-06-11,First Class,MO-17800,FUR-FU-10000306,150.66,3,0.0,9.0,0.06,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",47.22,92,2022,3,4,Friday,Low
ID-2022-65754,2022-06-18,2022-06-22,Standard Class,JP-15520,FUR-FU-10000306,135.594,3,0.1,-6.066,-0.04,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",47.22,4,2022,6,5,Saturday,Low
IN-2020-55387,2020-05-07,2020-10-07,Standard Class,NZ-18565,FUR-FU-10000339,329.94,3,0.0,13.14,0.04,Furniture,Furnishings,"Tenex Frame, Black",105.6,153,2020,5,3,Thursday,Low
IN-2020-43291,2020-11-28,2020-04-12,Standard Class,GB-14575,FUR-FU-10000339,329.94,3,0.0,13.14,0.04,Furniture,Furnishings,"Tenex Frame, Black",105.6,-230,2020,11,5,Saturday,Low
ID-2021-49822,2021-11-21,2021-11-26,Standard Class,SP-20620,FUR-FU-10000339,351.936,4,0.2,-70.464,-0.2,Furniture,Furnishings,"Tenex Frame, Black",105.6,5,2021,11,6,Sunday,Low
ID-2020-44173,2020-08-11,2020-11-14,Standard Class,EH-13990,FUR-FU-10000339,494.91,6,0.25,-138.69,-0.28,Furniture,Furnishings,"Tenex Frame, Black",105.6,95,2020,8,1,Tuesday,Low
ID-2020-77080,2020-02-14,2020-02-18,Standard Class,AF-10870,FUR-FU-10000339,593.892,6,0.1,-39.708,-0.07,Furniture,Furnishings,"Tenex Frame, Black",105.6,4,2020,2,4,Friday,Low
IN-2021-82554,2021-02-20,2021-02-27,Standard Class,RD-19660,FUR-FU-10000366,327.84,8,0.0,134.4,0.41,Furniture,Furnishings,"Deflect-O Door Stop, Durable",24.18,7,2021,2,5,Saturday,High
IN-2020-79418,2020-06-21,2020-06-21,Same Day,TH-21100,FUR-FU-10000394,117.072,3,0.2,39.492,0.34,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,0,2020,6,6,Sunday,High
ID-2022-20205,2022-10-22,2022-10-27,Standard Class,JC-15340,FUR-FU-10000394,78.048,2,0.2,26.328,0.34,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,5,2022,10,5,Saturday,High
ID-2021-50690,2021-02-21,2021-02-26,Standard Class,FP-14320,FUR-FU-10000394,43.902,1,0.1,18.042,0.41,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,5,2021,2,6,Sunday,High
IN-2022-58607,2022-10-29,2022-03-11,Standard Class,SC-20380,FUR-FU-10000394,341.46,7,0.0,160.44,0.47,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,-232,2022,10,5,Saturday,High
IN-2021-73342,2021-11-14,2021-11-16,Second Class,MH-17290,FUR-FU-10000394,536.58,11,0.0,252.12,0.47,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,2,2021,11,6,Sunday,High
IN-2020-69044,2020-05-25,2020-05-27,First Class,EB-13840,FUR-FU-10000394,48.78,1,0.0,22.92,0.47,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,2,2020,5,0,Monday,High
IN-2019-27681,2019-05-01,2019-11-01,Standard Class,SW-20455,FUR-FU-10000394,48.78,1,0.0,22.92,0.47,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,184,2019,5,2,Wednesday,High
IN-2020-60119,2020-11-16,2020-11-20,Standard Class,EN-13780,FUR-FU-10000394,351.216,9,0.2,118.476,0.34,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,4,2020,11,0,Monday,High
IN-2022-34632,2022-11-20,2022-11-23,First Class,MP-18175,FUR-FU-10000394,35.6094,1,0.27,9.7494,0.27,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",25.86,3,2022,11,6,Sunday,Medium
ID-2022-42584,2022-06-03,2022-11-03,Standard Class,JB-16000,FUR-FU-10000422,373.68,8,0.1,-4.32,-0.01,Furniture,Furnishings,"Deflect-O Photo Frame, Black",47.25,153,2022,6,4,Friday,Low
IN-2020-65894,2020-01-12,2020-05-12,Standard Class,TS-21655,FUR-FU-10000422,155.7,3,0.0,13.95,0.09,Furniture,Furnishings,"Deflect-O Photo Frame, Black",47.25,121,2020,1,6,Sunday,Low
ID-2019-14360,2019-01-10,2019-02-10,First Class,GH-14665,FUR-FU-10000422,37.887,1,0.27,-9.363,-0.25,Furniture,Furnishings,"Deflect-O Photo Frame, Black",47.25,31,2019,1,3,Thursday,Low
IN-2022-17615,2022-11-21,2022-11-26,Standard Class,BM-11785,FUR-FU-10000422,155.7,3,0.0,13.95,0.09,Furniture,Furnishings,"Deflect-O Photo Frame, Black",47.25,5,2022,11,0,Monday,Low
IN-2021-49367,2021-12-09,2021-09-18,Standard Class,LM-17065,FUR-FU-10000422,155.7,3,0.0,13.95,0.09,Furniture,Furnishings,"Deflect-O Photo Frame, Black",47.25,-82,2021,12,3,Thursday,Low
IN-2019-36494,2019-08-02,2019-02-13,Standard Class,BP-11095,FUR-FU-10000482,58.17,1,0.0,15.69,0.27,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",42.48,-170,2019,8,4,Friday,Medium
IN-2021-64452,2021-09-07,2021-07-14,Standard Class,KH-16330,FUR-FU-10000482,174.51,3,0.0,47.07,0.27,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",42.48,-55,2021,9,1,Tuesday,Medium
IN-2022-58635,2022-12-02,2022-02-16,Standard Class,DM-13525,FUR-FU-10000482,104.706,2,0.1,19.746,0.19,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",42.48,-289,2022,12,4,Friday,Medium
IN-2022-35227,2022-01-16,2022-01-16,Same Day,SP-20620,FUR-FU-10000482,305.3925,7,0.25,8.0325,0.03,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",42.48,0,2022,1,6,Sunday,Low
IN-2022-73587,2022-09-30,2022-02-10,Second Class,SS-20590,FUR-FU-10000482,58.17,1,0.0,15.69,0.27,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",42.48,-232,2022,9,4,Friday,Medium
IN-2022-76058,2022-03-13,2022-03-15,First Class,FO-14305,FUR-FU-10000496,113.16,2,0.0,53.16,0.47,Furniture,Furnishings,"Eldon Clock, Duo Pack",30.0,2,2022,3,6,Sunday,High
IN-2022-32812,2022-12-27,2022-12-31,Standard Class,Co-12640,FUR-FU-10000496,41.3034,1,0.27,11.3034,0.27,Furniture,Furnishings,"Eldon Clock, Duo Pack",30.0,4,2022,12,1,Tuesday,Medium
IN-2022-11427,2022-06-13,2022-06-15,Second Class,ED-13885,FUR-FU-10000496,169.74,3,0.0,79.74,0.47,Furniture,Furnishings,"Eldon Clock, Duo Pack",30.0,2,2022,6,0,Monday,High
IN-2021-63829,2021-02-08,2021-06-08,Standard Class,DW-13480,FUR-FU-10000496,509.22,9,0.0,239.22,0.47,Furniture,Furnishings,"Eldon Clock, Duo Pack",30.0,120,2021,2,0,Monday,High
IN-2021-65768,2021-04-04,2021-07-04,Second Class,EH-13990,FUR-FU-10000496,165.2136,4,0.27,45.2136,0.27,Furniture,Furnishings,"Eldon Clock, Duo Pack",30.0,91,2021,4,6,Sunday,Medium
ID-2020-59181,2020-07-25,2020-07-27,First Class,HA-14920,FUR-FU-10000496,82.6068,2,0.27,22.6068,0.27,Furniture,Furnishings,"Eldon Clock, Duo Pack",30.0,2,2020,7,5,Saturday,Medium
IN-2021-75988,2021-10-16,2021-10-20,Standard Class,SC-20260,FUR-FU-10000496,206.517,5,0.27,56.517,0.27,Furniture,Furnishings,"Eldon Clock, Duo Pack",30.0,4,2021,10,5,Saturday,Medium
ID-2022-84164,2022-03-25,2022-01-04,Standard Class,AB-10255,FUR-FU-10000507,31.14,1,0.4,-2.1,-0.07,Furniture,Furnishings,"Tenex Photo Frame, Duo Pack",33.24,-80,2022,3,4,Friday,Low
IN-2020-56073,2020-04-12,2020-11-12,Standard Class,KN-16390,FUR-FU-10000514,45.468,1,0.1,16.668,0.37,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic",28.8,214,2020,4,6,Sunday,High
IN-2019-77913,2019-11-23,2019-11-23,Same Day,GM-14680,FUR-FU-10000514,90.936,3,0.4,4.536,0.05,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic",28.8,0,2019,11,5,Saturday,Low
IN-2019-59328,2019-04-14,2019-04-20,Standard Class,BE-11335,FUR-FU-10000526,192.726,2,0.1,70.626,0.37,Furniture,Furnishings,"Deflect-O Frame, Durable",61.05,6,2019,4,6,Sunday,High
IN-2021-67098,2021-04-05,2021-08-05,Standard Class,RB-19360,FUR-FU-10000526,214.14,2,0.0,92.04,0.43,Furniture,Furnishings,"Deflect-O Frame, Durable",61.05,122,2021,4,0,Monday,High
IN-2022-57571,2022-12-15,2022-12-16,First Class,DB-13210,FUR-FU-10000526,481.815,5,0.1,176.565,0.37,Furniture,Furnishings,"Deflect-O Frame, Durable",61.05,1,2022,12,3,Thursday,High
IN-2020-15144,2020-04-15,2020-04-19,Standard Class,DK-12835,FUR-FU-10000526,535.35,5,0.0,230.1,0.43,Furniture,Furnishings,"Deflect-O Frame, Durable",61.05,4,2020,4,2,Wednesday,High
IN-2020-79411,2020-07-20,2020-07-26,Standard Class,GH-14665,FUR-FU-10000541,466.956,7,0.4,-109.074,-0.23,Furniture,Furnishings,"Advantus Frame, Duo Pack",82.29,6,2020,7,0,Monday,Low
IN-2021-60546,2021-06-19,2021-06-25,Standard Class,SP-20920,FUR-FU-10000541,162.3228,2,0.27,-2.2572,-0.01,Furniture,Furnishings,"Advantus Frame, Duo Pack",82.29,6,2021,6,5,Saturday,Low
IN-2022-73048,2022-02-15,2022-02-17,Second Class,AC-10615,FUR-FU-10000541,222.36,2,0.0,57.78,0.26,Furniture,Furnishings,"Advantus Frame, Duo Pack",82.29,2,2022,2,1,Tuesday,Medium
IN-2019-24223,2019-09-30,2019-06-10,Standard Class,LS-16945,FUR-FU-10000541,667.08,6,0.0,173.34,0.26,Furniture,Furnishings,"Advantus Frame, Duo Pack",82.29,-112,2019,9,0,Monday,Medium
IN-2020-14808,2020-08-15,2020-08-19,Standard Class,LS-17245,FUR-FU-10000548,68.121,3,0.1,20.421,0.3,Furniture,Furnishings,"Tenex Stacking Tray, Durable",15.9,4,2020,8,5,Saturday,High
IN-2022-54197,2022-03-31,2022-04-04,Standard Class,DB-13405,FUR-FU-10000548,50.46,2,0.0,18.66,0.37,Furniture,Furnishings,"Tenex Stacking Tray, Durable",15.9,4,2022,3,3,Thursday,High
IN-2019-51964,2019-12-29,2019-12-30,First Class,AB-10105,FUR-FU-10000548,25.23,1,0.0,9.33,0.37,Furniture,Furnishings,"Tenex Stacking Tray, Durable",15.9,1,2019,12,6,Sunday,High
IN-2022-43872,2022-01-30,2022-02-02,Second Class,SR-20740,FUR-FU-10000556,15.96,1,0.0,2.37,0.15,Furniture,Furnishings,"Tenex Light Bulb, Durable",13.59,3,2022,1,6,Sunday,Medium
IN-2020-50592,2020-09-26,2020-09-30,Standard Class,AF-10885,FUR-FU-10000556,46.6032,4,0.27,-7.7568,-0.17,Furniture,Furnishings,"Tenex Light Bulb, Durable",13.59,4,2020,9,5,Saturday,Low
ID-2022-37285,2022-03-25,2022-03-29,Standard Class,EB-14110,FUR-FU-10000556,76.608,6,0.2,-4.932,-0.06,Furniture,Furnishings,"Tenex Light Bulb, Durable",13.59,4,2022,3,4,Friday,Low
IN-2019-33463,2019-12-22,2019-12-29,Standard Class,HG-14965,FUR-FU-10000556,31.92,2,0.0,4.74,0.15,Furniture,Furnishings,"Tenex Light Bulb, Durable",13.59,7,2019,12,6,Sunday,Medium
IN-2020-29228,2020-01-21,2020-01-26,Standard Class,AR-10510,FUR-FU-10000556,57.456,4,0.1,3.096,0.05,Furniture,Furnishings,"Tenex Light Bulb, Durable",13.59,5,2020,1,1,Tuesday,Low
IN-2022-24657,2022-06-11,2022-10-11,Standard Class,KM-16660,FUR-FU-10000556,129.276,9,0.1,6.966,0.05,Furniture,Furnishings,"Tenex Light Bulb, Durable",13.59,122,2022,6,5,Saturday,Low
IN-2020-42094,2020-03-05,2020-09-05,Standard Class,DM-12955,FUR-FU-10000606,71.4378,2,0.27,10.7178,0.15,Furniture,Furnishings,"Deflect-O Photo Frame, Durable",30.36,184,2020,3,3,Thursday,Medium
IN-2019-51964,2019-12-29,2019-12-30,First Class,AB-10105,FUR-FU-10000606,195.72,4,0.0,74.28,0.38,Furniture,Furnishings,"Deflect-O Photo Frame, Durable",30.36,1,2019,12,6,Sunday,High
IN-2021-60868,2021-12-09,2021-09-19,Standard Class,GT-14710,FUR-FU-10000606,308.259,7,0.1,95.739,0.31,Furniture,Furnishings,"Deflect-O Photo Frame, Durable",30.36,-81,2021,12,3,Thursday,High
IN-2021-28731,2021-06-27,2021-02-07,Standard Class,JS-15880,FUR-FU-10000628,113.04,6,0.0,49.68,0.44,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",10.56,-140,2021,6,6,Sunday,High
IN-2019-30033,2019-02-12,2019-07-12,Standard Class,KT-16465,FUR-FU-10000628,55.0128,4,0.27,12.7728,0.23,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",10.56,150,2019,2,1,Tuesday,Medium
ID-2022-29081,2022-06-17,2022-06-22,Standard Class,ES-14020,FUR-FU-10000628,13.7532,1,0.27,3.1932,0.23,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",10.56,5,2022,6,4,Friday,Medium
IN-2022-13478,2022-07-26,2022-07-30,Second Class,BM-11575,FUR-FU-10000628,42.39,3,0.25,10.71,0.25,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",10.56,4,2022,7,1,Tuesday,Medium
IN-2022-21143,2022-09-25,2022-09-29,Standard Class,DC-12850,FUR-FU-10000628,94.2,5,0.0,41.4,0.44,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",10.56,4,2022,9,6,Sunday,High
ID-2021-12442,2021-05-09,2021-07-09,Second Class,SV-20365,FUR-FU-10000628,15.072,1,0.2,4.512,0.3,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",10.56,61,2021,5,6,Sunday,High
