product_id,category,sub_category,product_name,product_cost_to_consumer
OFF-AP-10002306,Office Supplies,Appliances,"KitchenAid Refrigerator, Silver",301.38
OFF-AP-10002312,Office Supplies,Appliances,"KitchenAid Refrigerator, Black",411.36
OFF-AP-10002326,Office Supplies,Appliances,"Hamilton Beach Microwave, White",280.65
OFF-AP-10002351,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Silver",300.54
OFF-AP-10002371,Office Supplies,Appliances,"KitchenAid Blender, Silver",56.37
OFF-AP-10002497,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White",35.52
OFF-AP-10002499,Office Supplies,Appliances,"Cuisinart Microwave, White",268.32
OFF-AP-10002537,Office Supplies,Appliances,"Hamilton Beach Microwave, Red",217.56
OFF-AP-10002573,Office Supplies,Appliances,"Hamilton Beach Stove, Black",428.01
OFF-AP-10002629,Office Supplies,Appliances,"Cuisinart Stove, White",455.97
OFF-AP-10002675,Office Supplies,Appliances,"Cuisinart Refrigerator, Black",421.2
OFF-AP-10002793,Office Supplies,Appliances,"KitchenAid Stove, Black",427.2
OFF-AP-10002882,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Silver",42.03
OFF-AP-10002899,Office Supplies,Appliances,"Breville Toaster, Silver",73.59
OFF-AP-10002933,Office Supplies,Appliances,"Hoover Blender, Silver",78.72
OFF-AP-10002938,Office Supplies,Appliances,"KitchenAid Toaster, Black",77.13
OFF-AP-10002960,Office Supplies,Appliances,"Hamilton Beach Toaster, Black",54.69
OFF-AP-10002963,Office Supplies,Appliances,"Hoover Toaster, Red",48.54
OFF-AP-10003007,Office Supplies,Appliances,"Breville Toaster, Red",71.37
OFF-AP-10003021,Office Supplies,Appliances,"Breville Stove, White",313.44
OFF-AP-10003032,Office Supplies,Appliances,"Hoover Stove, Red",545.76
OFF-AP-10003240,Office Supplies,Appliances,"Breville Stove, Black",398.31
OFF-AP-10003275,Office Supplies,Appliances,"KitchenAid Microwave, Silver",267.54
OFF-AP-10003304,Office Supplies,Appliances,"Cuisinart Microwave, White",268.32
OFF-AP-10003354,Office Supplies,Appliances,"KitchenAid Microwave, White",222.12
OFF-AP-10003380,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black",69.9
OFF-AP-10003442,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Black",23.16
OFF-AP-10003473,Office Supplies,Appliances,"Hoover Coffee Grinder, Black",38.91
OFF-AP-10003491,Office Supplies,Appliances,"Hoover Coffee Grinder, Silver",36.18
OFF-AP-10003497,Office Supplies,Appliances,"KitchenAid Microwave, Red",201.72
OFF-AP-10003500,Office Supplies,Appliances,"KitchenAid Microwave, White",222.12
OFF-AP-10003511,Office Supplies,Appliances,"Cuisinart Microwave, Black",208.44
OFF-AP-10003524,Office Supplies,Appliances,"Breville Blender, Black",81.33
OFF-AP-10003568,Office Supplies,Appliances,"Hoover Stove, Black",306.69
OFF-AP-10003598,Office Supplies,Appliances,"Breville Refrigerator, Red",373.92
OFF-AP-10003621,Office Supplies,Appliances,"KitchenAid Refrigerator, Red",374.85
OFF-AP-10003795,Office Supplies,Appliances,"Hoover Refrigerator, Red",347.34
OFF-AP-10003800,Office Supplies,Appliances,"Hoover Microwave, Silver",179.46
OFF-AP-10003850,Office Supplies,Appliances,"Hoover Blender, White",80.31
OFF-AP-10003860,Office Supplies,Appliances,"KitchenAid Blender, Black",64.02
OFF-AP-10003866,Office Supplies,Appliances,"Breville Microwave, Red",202.17
OFF-AP-10003917,Office Supplies,Appliances,"KitchenAid Stove, Silver",331.14
OFF-AP-10003945,Office Supplies,Appliances,"Hamilton Beach Stove, Red",352.53
OFF-AP-10003963,Office Supplies,Appliances,"Breville Microwave, Silver",275.25
OFF-AP-10004168,Office Supplies,Appliances,"Cuisinart Stove, White",455.97
OFF-AP-10004246,Office Supplies,Appliances,"Breville Stove, Red",393.09
OFF-AP-10004248,Office Supplies,Appliances,"Hoover Toaster, White",55.62
OFF-AP-10004274,Office Supplies,Appliances,"Hamilton Beach Blender, Black",46.53
OFF-AP-10004293,Office Supplies,Appliances,"KitchenAid Refrigerator, Silver",301.38
OFF-AP-10004295,Office Supplies,Appliances,"Cuisinart Refrigerator, Silver",422.31
OFF-AP-10004350,Office Supplies,Appliances,"KitchenAid Refrigerator, Red",374.85
OFF-AP-10004466,Office Supplies,Appliances,"Cuisinart Toaster, Black",48.15
OFF-AP-10004494,Office Supplies,Appliances,"Hoover Blender, Black",91.5
OFF-AP-10004499,Office Supplies,Appliances,"Cuisinart Stove, Red",322.98
OFF-AP-10004698,Office Supplies,Appliances,"Breville Microwave, Red",202.17
OFF-AP-10004711,Office Supplies,Appliances,"Breville Refrigerator, Silver",369.27
OFF-AP-10004785,Office Supplies,Appliances,"Cuisinart Microwave, Silver",153.57
OFF-AP-10004841,Office Supplies,Appliances,"Hamilton Beach Toaster, Silver",53.61
OFF-AP-10004882,Office Supplies,Appliances,"Hamilton Beach Microwave, Black",236.85
OFF-AP-10004919,Office Supplies,Appliances,"Hamilton Beach Blender, White",66.78
OFF-AP-10004937,Office Supplies,Appliances,"Hoover Microwave, White",165.69
OFF-AP-10004964,Office Supplies,Appliances,"Hoover Stove, White",413.64
OFF-AP-10004972,Office Supplies,Appliances,"Breville Coffee Grinder, Red",42.09
OFF-AR-10000027,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",17.04
OFF-AR-10000054,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",16.71
OFF-AR-10000058,Office Supplies,Art,"Stanley Canvas, Water Color",34.77
OFF-AR-10000091,Office Supplies,Art,"BIC Markers, Fluorescent",22.71
OFF-AR-10000097,Office Supplies,Art,"BIC Sketch Pad, Blue",47.22
OFF-AR-10000120,Office Supplies,Art,"BIC Canvas, Fluorescent",36.84
OFF-AR-10000125,Office Supplies,Art,"Boston Pens, Fluorescent",13.32
OFF-AR-10000179,Office Supplies,Art,"Binney & Smith Canvas, Easy-Erase",32.04
OFF-AR-10000205,Office Supplies,Art,"BIC Canvas, Easy-Erase",39.42
OFF-AR-10000242,Office Supplies,Art,"BIC Pencil Sharpener, Blue",23.79
OFF-AR-10000249,Office Supplies,Art,"Sanford Highlighters, Fluorescent",11.4
OFF-AR-10000251,Office Supplies,Art,"Stanley Markers, Fluorescent",17.13
OFF-AR-10000283,Office Supplies,Art,"Stanley Highlighters, Blue",10.29
OFF-AR-10000293,Office Supplies,Art,"BIC Sketch Pad, Water Color",28.02
OFF-AR-10000340,Office Supplies,Art,"Boston Pens, Water Color",9.24
OFF-AR-10000356,Office Supplies,Art,"Boston Highlighters, Fluorescent",17.94
OFF-AR-10000387,Office Supplies,Art,"Sanford Highlighters, Water Color",10.44
OFF-AR-10000431,Office Supplies,Art,"Sanford Pens, Blue",9.12
OFF-AR-10000465,Office Supplies,Art,"Sanford Markers, Blue",19.08
OFF-AR-10000513,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase",18.75
OFF-AR-10000539,Office Supplies,Art,"Boston Markers, Easy-Erase",24.78
OFF-AR-10000540,Office Supplies,Art,"Binney & Smith Markers, Water Color",15.84
OFF-AR-10000578,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent",28.17
OFF-AR-10000603,Office Supplies,Art,"Boston Highlighters, Water Color",20.31
OFF-AR-10000660,Office Supplies,Art,"Boston Canvas, Water Color",56.82
OFF-AR-10000676,Office Supplies,Art,"Sanford Markers, Blue",19.08
OFF-AR-10000681,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",42.57
OFF-AR-10000706,Office Supplies,Art,"Sanford Highlighters, Fluorescent",11.4
OFF-AR-10000720,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",20.28
OFF-AR-10000729,Office Supplies,Art,"Stanley Highlighters, Fluorescent",13.74
OFF-AR-10000733,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent",35.28
OFF-AR-10000751,Office Supplies,Art,"Binney & Smith Highlighters, Blue",15.6
OFF-AR-10000762,Office Supplies,Art,"BIC Pens, Water Color",13.11
OFF-AR-10000780,Office Supplies,Art,"BIC Highlighters, Easy-Erase",12.3
OFF-AR-10000814,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent",35.28
OFF-AR-10000851,Office Supplies,Art,"Sanford Sketch Pad, Blue",35.49
OFF-AR-10000989,Office Supplies,Art,"Binney & Smith Canvas, Blue",49.83
OFF-AR-10001030,Office Supplies,Art,"Sanford Markers, Easy-Erase",14.82
OFF-AR-10001043,Office Supplies,Art,"BIC Pens, Blue",10.59
OFF-AR-10001073,Office Supplies,Art,"Sanford Markers, Easy-Erase",14.82
OFF-AR-10001074,Office Supplies,Art,"Sanford Highlighters, Blue",11.04
OFF-AR-10001107,Office Supplies,Art,"BIC Highlighters, Water Color",22.11
OFF-AR-10001117,Office Supplies,Art,"Stanley Pens, Blue",5.55
OFF-AR-10001129,Office Supplies,Art,"Stanley Pens, Easy-Erase",6.72
OFF-AR-10001132,Office Supplies,Art,"BIC Markers, Blue",14.82
OFF-AR-10001134,Office Supplies,Art,"Boston Pens, Easy-Erase",13.05
OFF-AR-10001162,Office Supplies,Art,"BIC Pencil Sharpener, Blue",23.79
OFF-AR-10001195,Office Supplies,Art,"Stanley Canvas, Water Color",34.77
OFF-AR-10001208,Office Supplies,Art,"Binney & Smith Canvas, Water Color",28.38
OFF-AR-10001226,Office Supplies,Art,"Boston Pencil Sharpener, Fluorescent",28.38
OFF-AR-10001228,Office Supplies,Art,"Binney & Smith Pens, Easy-Erase",7.95
OFF-AR-10001232,Office Supplies,Art,"Sanford Canvas, Fluorescent",35.73
OFF-AR-10001266,Office Supplies,Art,"Boston Canvas, Blue",33.27
OFF-AR-10001278,Office Supplies,Art,"Binney & Smith Pens, Water Color",9.09
OFF-AR-10001329,Office Supplies,Art,"BIC Pens, Fluorescent",11.04
OFF-AR-10001336,Office Supplies,Art,"Binney & Smith Pens, Blue",9.81
OFF-AR-10001386,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase",24.27
OFF-AR-10001405,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent",15.54
OFF-AR-10001479,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",17.04
OFF-AR-10001508,Office Supplies,Art,"BIC Canvas, Water Color",49.5
OFF-AR-10001518,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",15.63
OFF-AR-10001525,Office Supplies,Art,"Stanley Highlighters, Blue",10.29
OFF-AR-10001529,Office Supplies,Art,"Sanford Pens, Fluorescent",8.79
OFF-AR-10001535,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",41.7
OFF-AR-10001570,Office Supplies,Art,"Sanford Canvas, Water Color",36
OFF-AR-10001602,Office Supplies,Art,"Sanford Canvas, Water Color",36
OFF-AR-10001612,Office Supplies,Art,"Boston Pens, Easy-Erase",13.05
OFF-AR-10001645,Office Supplies,Art,"Boston Pens, Blue",14.22
OFF-AR-10001654,Office Supplies,Art,"Stanley Highlighters, Fluorescent",13.74
OFF-AR-10001708,Office Supplies,Art,"Boston Sketch Pad, Blue",38.4
OFF-AR-10001770,Office Supplies,Art,"Binney & Smith Markers, Water Color",15.84
OFF-AR-10001773,Office Supplies,Art,"Sanford Markers, Water Color",20.64
OFF-AR-10001823,Office Supplies,Art,"BIC Highlighters, Blue",9.48
OFF-AR-10001850,Office Supplies,Art,"BIC Highlighters, Fluorescent",17.58
OFF-AR-10001862,Office Supplies,Art,"Boston Pens, Water Color",9.24
OFF-AR-10001922,Office Supplies,Art,"Sanford Pens, Blue",9.12
OFF-AR-10001952,Office Supplies,Art,"BIC Canvas, Easy-Erase",39.42
OFF-AR-10001965,Office Supplies,Art,"BIC Markers, Easy-Erase",20.85
OFF-AR-10002022,Office Supplies,Art,"Stanley Sketch Pad, Water Color",39.54
OFF-AR-10002036,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",15.21
OFF-AR-10002060,Office Supplies,Art,"Stanley Pens, Fluorescent",9.3
OFF-AR-10002105,Office Supplies,Art,"Boston Highlighters, Fluorescent",17.94
OFF-AR-10002109,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",34.26
OFF-AR-10002111,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",15.39
OFF-AR-10002144,Office Supplies,Art,"Stanley Pens, Blue",5.55
OFF-AR-10002236,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",16.56
OFF-AR-10002256,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",41.13
OFF-AR-10002260,Office Supplies,Art,"Boston Pens, Blue",14.22
OFF-AR-10002331,Office Supplies,Art,"Binney & Smith Canvas, Blue",49.83
OFF-AR-10002340,Office Supplies,Art,"Stanley Markers, Water Color",20.58
OFF-AR-10002364,Office Supplies,Art,"BIC Pens, Easy-Erase",11.37
OFF-AR-10002389,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",10.98
OFF-AR-10002392,Office Supplies,Art,"Binney & Smith Highlighters, Blue",15.6
OFF-AR-10002400,Office Supplies,Art,"Boston Highlighters, Water Color",20.31
OFF-AR-10002415,Office Supplies,Art,"Stanley Markers, Easy-Erase",16.41
OFF-AR-10002417,Office Supplies,Art,"Boston Sketch Pad, Water Color",46.11
OFF-AR-10002458,Office Supplies,Art,"Stanley Canvas, Easy-Erase",31.35
OFF-AR-10002517,Office Supplies,Art,"BIC Highlighters, Blue",9.48
OFF-AR-10002575,Office Supplies,Art,"Sanford Canvas, Blue",37.41
OFF-AR-10002665,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",22.92
OFF-AR-10002681,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",38.4
OFF-AR-10002714,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase",31.74
OFF-AR-10002727,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent",17.85
OFF-AR-10002747,Office Supplies,Art,"Boston Canvas, Fluorescent",32.94
OFF-AR-10002797,Office Supplies,Art,"Sanford Highlighters, Blue",11.04
OFF-AR-10002800,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",21.81
OFF-AR-10002847,Office Supplies,Art,"Stanley Pens, Water Color",11.4
OFF-AR-10002897,Office Supplies,Art,"BIC Markers, Water Color",18.96
OFF-AR-10003021,Office Supplies,Art,"BIC Sketch Pad, Water Color",28.02
OFF-AR-10003023,Office Supplies,Art,"Stanley Highlighters, Water Color",14.13
OFF-AR-10003046,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",32.73
OFF-AR-10003085,Office Supplies,Art,"Stanley Markers, Easy-Erase",16.41
OFF-AR-10003110,Office Supplies,Art,"Sanford Sketch Pad, Water Color",37.98
OFF-AR-10003157,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",15.39
OFF-AR-10003228,Office Supplies,Art,"Stanley Sketch Pad, Blue",26.22
OFF-AR-10003249,Office Supplies,Art,"Sanford Canvas, Easy-Erase",35.58
OFF-AR-10003253,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",19.59
OFF-AR-10003446,Office Supplies,Art,"BIC Highlighters, Water Color",22.11
OFF-AR-10003448,Office Supplies,Art,"Boston Markers, Water Color",29.55
OFF-AR-10003461,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",13.56
OFF-AR-10003532,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase",18.75
OFF-AR-10003536,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",22.11
OFF-AR-10003554,Office Supplies,Art,"Stanley Canvas, Blue",38.1
OFF-AR-10003557,Office Supplies,Art,"Boston Highlighters, Easy-Erase",15.33
OFF-AR-10003582,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",30.6
OFF-AR-10003592,Office Supplies,Art,"Sanford Pencil Sharpener, Fluorescent",17.07
OFF-AR-10003613,Office Supplies,Art,"Sanford Canvas, Easy-Erase",35.58
OFF-AR-10003620,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",20.25
OFF-AR-10003673,Office Supplies,Art,"Sanford Markers, Fluorescent",24.03
OFF-AR-10003683,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",38.4
OFF-AR-10003684,Office Supplies,Art,"BIC Sketch Pad, Fluorescent",31.95
OFF-AR-10003738,Office Supplies,Art,"Boston Canvas, Fluorescent",32.94
OFF-AR-10003774,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",26.97
OFF-AR-10003806,Office Supplies,Art,"Stanley Sketch Pad, Water Color",39.54
OFF-AR-10003875,Office Supplies,Art,"Stanley Highlighters, Easy-Erase",13.8
OFF-AR-10003890,Office Supplies,Art,"Binney & Smith Pens, Blue",9.81
OFF-AR-10003957,Office Supplies,Art,"Stanley Canvas, Fluorescent",37.56
OFF-AR-10003962,Office Supplies,Art,"Binney & Smith Highlighters, Water Color",11.28
OFF-AR-10003978,Office Supplies,Art,"Binney & Smith Sketch Pad, Easy-Erase",28.44
OFF-AR-10004009,Office Supplies,Art,"Boston Highlighters, Easy-Erase",15.33
OFF-AR-10004068,Office Supplies,Art,"Boston Markers, Fluorescent",15.48
OFF-AR-10004077,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",15.63
OFF-AR-10004116,Office Supplies,Art,"Sanford Sketch Pad, Water Color",37.98
OFF-AR-10004138,Office Supplies,Art,"Stanley Pens, Easy-Erase",6.72
OFF-AR-10004139,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase",31.74
OFF-AR-10004148,Office Supplies,Art,"Sanford Pens, Easy-Erase",9.21
OFF-AR-10004153,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",8.94
OFF-AR-10004218,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",22.92
OFF-AR-10004219,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",13.56
OFF-AR-10004424,Office Supplies,Art,"Boston Markers, Blue",25.08
OFF-AR-10004456,Office Supplies,Art,"Binney & Smith Markers, Blue",20.97
OFF-AR-10004485,Office Supplies,Art,"Sanford Pens, Water Color",7.14
OFF-AR-10004486,Office Supplies,Art,"Sanford Canvas, Blue",37.41
OFF-AR-10004552,Office Supplies,Art,"Boston Markers, Blue",25.08
OFF-AR-10004614,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",19.59
OFF-AR-10004651,Office Supplies,Art,"Boston Pens, Fluorescent",13.32
OFF-AR-10004656,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",38.13
OFF-AR-10004744,Office Supplies,Art,"Binney & Smith Sketch Pad, Easy-Erase",28.44
OFF-AR-10004746,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",8.94
OFF-AR-10004748,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",16.92
OFF-AR-10004749,Office Supplies,Art,"BIC Canvas, Blue",52.65
OFF-AR-10004780,Office Supplies,Art,"Stanley Markers, Blue",11.55
OFF-AR-10004900,Office Supplies,Art,"Boston Canvas, Easy-Erase",43.68
OFF-AR-10004918,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",10.98
OFF-AR-10004990,Office Supplies,Art,"Boston Highlighters, Blue",10.02
OFF-BI-10000006,Office Supplies,Binders,"Ibico Binder, Durable",13.44
OFF-BI-10000089,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled",14.46
OFF-BI-10000106,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",3.18
OFF-BI-10000168,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",4.29
OFF-BI-10000172,Office Supplies,Binders,"Ibico Index Tab, Clear",8.04
OFF-BI-10000206,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy",6.72
OFF-BI-10000287,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled",3.69
OFF-BI-10000305,Office Supplies,Binders,"Wilson Jones Index Tab, Durable",6.54
OFF-BI-10000328,Office Supplies,Binders,"Acco Binding Machine, Clear",32.88
OFF-BI-10000340,Office Supplies,Binders,"Avery Binding Machine, Clear",43.47
OFF-BI-10000348,Office Supplies,Binders,"Cardinal Index Tab, Durable",5.13
OFF-BI-10000359,Office Supplies,Binders,"Ibico Binder Covers, Durable",9.87
OFF-BI-10000373,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",6.18
OFF-BI-10000389,Office Supplies,Binders,"Ibico Binding Machine, Clear",50.88
OFF-BI-10000439,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",4.2
OFF-BI-10000518,Office Supplies,Binders,"Wilson Jones Index Tab, Clear",5.7
OFF-BI-10000561,Office Supplies,Binders,"Acco Binding Machine, Durable",30.51
OFF-BI-10000583,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",2.88
OFF-BI-10000590,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",39.24
OFF-BI-10000621,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",15.54
OFF-BI-10000636,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",4.71
OFF-BI-10000698,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",3.18
OFF-BI-10000707,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",24.09
OFF-BI-10000721,Office Supplies,Binders,"Ibico Binder Covers, Recycled",13.47
OFF-BI-10000724,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",2.55
OFF-BI-10000725,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",27.78
OFF-BI-10000777,Office Supplies,Binders,"Ibico Binder Covers, Clear",10.5
OFF-BI-10000787,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",4.2
OFF-BI-10000854,Office Supplies,Binders,"Acco Binder Covers, Economy",11.34
OFF-BI-10000871,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",7.98
OFF-BI-10000928,Office Supplies,Binders,"Ibico Binder, Clear",7.92
OFF-BI-10000960,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",2.88
OFF-BI-10000968,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",6.9
OFF-BI-10001028,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",20.64
OFF-BI-10001032,Office Supplies,Binders,"Avery Binding Machine, Recycled",32.97
OFF-BI-10001049,Office Supplies,Binders,"Ibico Index Tab, Clear",8.67
OFF-BI-10001067,Office Supplies,Binders,"Avery Binder, Recycled",10.23
OFF-BI-10001096,Office Supplies,Binders,"Ibico Binder Covers, Durable",9.87
OFF-BI-10001097,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",24.3
OFF-BI-10001135,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",4.92
OFF-BI-10001200,Office Supplies,Binders,"Avery Binder, Durable",13.41
OFF-BI-10001266,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",25.62
OFF-BI-10001286,Office Supplies,Binders,"Ibico Hole Reinforcements, Durable",6.81
OFF-BI-10001293,Office Supplies,Binders,"Acco 3-Hole Punch, Clear",29.31
OFF-BI-10001305,Office Supplies,Binders,"Cardinal Binder, Clear",6.66
OFF-BI-10001312,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",16.41
OFF-BI-10001324,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",5.76
OFF-BI-10001326,Office Supplies,Binders,"Cardinal Binder, Recycled",10.65
OFF-BI-10001347,Office Supplies,Binders,"Cardinal Binder Covers, Economy",10.8
OFF-BI-10001397,Office Supplies,Binders,"Ibico Binder, Economy",11.61
OFF-BI-10001399,Office Supplies,Binders,"Avery Binder Covers, Clear",8.76
OFF-BI-10001400,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",24.48
OFF-BI-10001407,Office Supplies,Binders,"Acco Binder Covers, Recycled",9.33
OFF-BI-10001456,Office Supplies,Binders,"Avery Binder, Economy",7.62
OFF-BI-10001645,Office Supplies,Binders,"Ibico Binding Machine, Recycled",46.62
OFF-BI-10001650,Office Supplies,Binders,"Avery 3-Hole Punch, Economy",19.53
OFF-BI-10001659,Office Supplies,Binders,"Cardinal Index Tab, Clear",5.97
OFF-BI-10001662,Office Supplies,Binders,"Wilson Jones Binder Covers, Durable",7.77
OFF-BI-10001744,Office Supplies,Binders,"Acco Binding Machine, Economy",45.48
OFF-BI-10001808,Office Supplies,Binders,"Ibico Index Tab, Clear",8.67
OFF-BI-10001815,Office Supplies,Binders,"Acco Index Tab, Economy",6.66
OFF-BI-10001858,Office Supplies,Binders,"Ibico Binding Machine, Durable",31.23
OFF-BI-10001867,Office Supplies,Binders,"Acco Binder Covers, Recycled",9.33
OFF-BI-10001885,Office Supplies,Binders,"Avery Binder Covers, Economy",6.54
OFF-BI-10001904,Office Supplies,Binders,"Cardinal Binder Covers, Durable",6.9
OFF-BI-10001967,Office Supplies,Binders,"Acco Binder, Recycled",14.91
OFF-BI-10001973,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",23.07
OFF-BI-10002005,Office Supplies,Binders,"Acco Index Tab, Clear",7.56
OFF-BI-10002061,Office Supplies,Binders,"Ibico Binder, Recycled",9.69
OFF-BI-10002190,Office Supplies,Binders,"Wilson Jones Binder, Durable",10.32
OFF-BI-10002243,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",16.83
OFF-BI-10002277,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled",14.46
OFF-BI-10002278,Office Supplies,Binders,"Ibico Binder Covers, Economy",9.99
OFF-BI-10002281,Office Supplies,Binders,"Ibico Binder Covers, Clear",10.5
OFF-BI-10002287,Office Supplies,Binders,"Acco Index Tab, Clear",5.16
OFF-BI-10002301,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",3.48
OFF-BI-10002329,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",14.7
OFF-BI-10002335,Office Supplies,Binders,"Avery Binder Covers, Durable",12.33
OFF-BI-10002364,Office Supplies,Binders,"Acco Binder, Durable",12.18
OFF-BI-10002386,Office Supplies,Binders,"Acco Index Tab, Clear",7.56
OFF-BI-10002424,Office Supplies,Binders,"Avery Binder, Economy",7.62
OFF-BI-10002432,Office Supplies,Binders,"Ibico Binder, Recycled",9.69
OFF-BI-10002446,Office Supplies,Binders,"Wilson Jones Binder, Economy",10.56
OFF-BI-10002520,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",4.29
OFF-BI-10002524,Office Supplies,Binders,"Cardinal Index Tab, Durable",5.13
OFF-BI-10002533,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",48
OFF-BI-10002558,Office Supplies,Binders,"Cardinal Binder Covers, Economy",10.8
OFF-BI-10002562,Office Supplies,Binders,"Ibico Binding Machine, Durable",31.23
OFF-BI-10002594,Office Supplies,Binders,"Cardinal Binder Covers, Recycled",7.05
OFF-BI-10002627,Office Supplies,Binders,"Avery Binder Covers, Economy",6.54
OFF-BI-10002628,Office Supplies,Binders,"Avery 3-Hole Punch, Economy",19.53
OFF-BI-10002632,Office Supplies,Binders,"Acco Binding Machine, Recycled",37.56
OFF-BI-10002682,Office Supplies,Binders,"Cardinal Binding Machine, Economy",32.85
OFF-BI-10002684,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",2.04
OFF-BI-10002708,Office Supplies,Binders,"Acco Binder, Clear",11.25
OFF-BI-10002711,Office Supplies,Binders,"Acco Binding Machine, Clear",32.88
OFF-BI-10002712,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",6.21
OFF-BI-10002734,Office Supplies,Binders,"Wilson Jones Binder Covers, Clear",8.01
OFF-BI-10002775,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",5.76
OFF-BI-10002792,Office Supplies,Binders,"Ibico Index Tab, Durable",6.96
OFF-BI-10002853,Office Supplies,Binders,"Avery Binder Covers, Recycled",6.06
