Date,Open,High,Low,Close,Volume
2023-02-17,152.35,153,150.85,152.55,59144121
2023-02-21,150.2,151.3,148.405,148.48,58867230
2023-02-22,148.87,149.95,147.16,148.91,51011312
2023-02-23,150.09,150.34,147.24,149.4,48394246
2023-02-24,147.11,147.19,145.7202,146.71,55469609
2023-02-27,147.71,149.17,147.45,147.92,44998473
2023-02-28,147.05,149.08,146.83,147.41,50547000
2023-03-01,146.83,147.2285,145.01,145.31,55478992
2023-03-02,144.38,146.71,143.9,145.91,52279762
2023-03-03,148.045,151.11,147.33,151.03,70732305
2023-03-06,153.785,156.3,153.46,153.83,87558031
2023-03-07,153.7,154.0299,151.13,151.6,56182031
2023-03-08,152.81,153.47,151.83,152.87,47204793
2023-03-09,153.559,154.535,150.225,150.59,53833578
2023-03-10,150.21,150.94,147.6096,148.5,68572398
2023-03-13,147.805,153.14,147.7,150.47,84457117
2023-03-14,151.28,153.4,150.1,152.59,73695891
2023-03-15,151.19,153.245,149.92,152.99,77167875
2023-03-16,152.16,156.46,151.64,155.85,76254414
2023-03-17,156.08,156.74,154.28,155,98944633
2023-03-20,155.07,157.82,154.15,157.4,73641422
2023-03-21,157.32,159.4,156.54,159.28,73938289
2023-03-22,159.3,162.14,157.81,157.83,75701805
2023-03-23,158.83,161.5501,157.68,158.93,67622062
2023-03-24,158.86,160.34,157.85,160.25,59256340
2023-03-27,159.94,160.77,157.87,158.28,52390273
2023-03-28,157.97,158.49,155.98,157.65,45992152
2023-03-29,159.37,161.05,159.35,160.77,51305688
2023-03-30,161.53,162.47,161.271,162.36,49501688
2023-03-31,162.44,165,161.91,164.9,68749789
2023-04-03,164.27,166.29,164.22,166.17,56976191
2023-04-04,166.595,166.84,165.11,165.63,46278301
2023-04-05,164.74,165.05,161.8,163.76,51511738
2023-04-06,162.43,164.9584,162,164.66,45390121
2023-04-10,161.42,162.03,160.08,162.03,47716879
2023-04-11,162.35,162.36,160.51,160.8,47644219
2023-04-12,161.22,162.06,159.78,160.1,50133059
2023-04-13,161.63,165.8,161.42,165.56,68445648
2023-04-14,164.59,166.32,163.82,165.21,49386480
2023-04-17,165.09,165.39,164.03,165.23,41516219
2023-04-18,166.1,167.41,165.65,166.47,49923008
2023-04-19,165.8,168.16,165.54,167.63,47720168
2023-04-20,166.09,167.87,165.56,166.65,52456379
2023-04-21,165.05,166.4521,164.49,165.02,58337340
2023-04-24,165,165.6,163.89,165.33,41949578
2023-04-25,165.19,166.305,163.73,163.77,48714059
2023-04-26,163.055,165.28,162.8,163.76,45498801
2023-04-27,165.19,168.56,165.19,168.41,64902328
2023-04-28,168.49,169.85,167.8801,169.68,55275848
2023-05-01,169.28,170.45,168.64,169.59,52472941
2023-05-02,170.09,170.35,167.54,168.54,48425699
2023-05-03,169.5,170.92,167.16,167.45,65136020
2023-05-04,164.89,167.04,164.31,165.79,81235430
2023-05-05,170.975,174.3,170.76,173.57,113453203
2023-05-08,172.48,173.85,172.11,173.5,55962793
2023-05-09,173.05,173.54,171.6,171.77,45326871
2023-05-10,173.02,174.03,171.9,173.555,53724500
2023-05-11,173.85,174.59,172.17,173.75,49514680
2023-05-12,173.62,174.06,171,172.57,45533141
2023-05-15,173.16,173.21,171.47,172.07,37266660
2023-05-16,171.99,173.1383,171.7991,172.07,42110289
2023-05-17,171.71,172.925,170.4201,172.69,57951602
2023-05-18,173,175.24,172.58,175.05,65496660
2023-05-19,176.39,176.39,174.94,175.16,55809480
2023-05-22,173.98,174.71,173.45,174.2,43570930
2023-05-23,173.13,173.3794,171.275,171.56,50747262
2023-05-24,171.09,172.4183,170.52,171.84,45143488
2023-05-25,172.41,173.895,171.69,172.99,56058262
2023-05-26,173.32,175.77,173.11,175.43,54834980
2023-05-30,176.96,178.99,176.57,177.3,55964398
2023-05-31,177.325,179.35,176.76,177.25,99625289
2023-06-01,177.7,180.12,176.9306,180.09,68901805
2023-06-02,181.03,181.78,179.26,180.95,61996910
2023-06-05,182.63,184.951,178.035,179.58,121946492
2023-06-06,179.965,180.12,177.43,179.21,64848367
2023-06-07,178.44,181.21,177.32,177.82,61944621
2023-06-08,177.895,180.84,177.46,180.57,50214879
2023-06-09,181.5,182.23,180.63,180.96,48899969
2023-06-12,181.27,183.89,180.97,183.79,54755000
2023-06-13,182.8,184.15,182.44,183.31,54929129
2023-06-14,183.37,184.39,182.02,183.95,57462879
2023-06-15,183.96,186.52,183.78,186.01,65433168
2023-06-16,186.73,186.99,184.27,184.92,101256203
2023-06-20,184.41,186.1,184.41,185.01,49799090
2023-06-21,184.9,185.41,182.5901,183.96,49515699
2023-06-22,183.74,187.045,183.67,187,51245328
2023-06-23,185.55,187.56,185.01,186.68,53117000
2023-06-26,186.83,188.05,185.23,185.27,48088660
2023-06-27,185.89,188.39,185.67,188.06,50730848
2023-06-28,187.93,189.9,187.6,189.25,51216801
2023-06-29,189.08,190.07,188.94,189.59,46347312
2023-06-30,191.63,194.48,191.26,193.97,85213219
2023-07-03,193.78,193.88,191.76,192.46,31346600
2023-07-05,191.565,192.98,190.62,191.33,46920262
2023-07-06,189.84,192.02,189.2,191.81,45156008
2023-07-07,191.41,192.67,190.24,190.68,46815000
2023-07-10,189.26,189.99,187.035,188.61,59922160
2023-07-11,189.16,189.3,186.6,188.08,46638121
2023-07-12,189.68,191.7,188.47,189.77,60750246
2023-07-13,190.5,191.19,189.78,190.54,41342340
2023-07-14,190.23,191.1799,189.63,190.69,41616238
2023-07-17,191.9,194.32,191.81,193.99,50520160
2023-07-18,193.35,194.33,192.415,193.73,48353770
2023-07-19,193.1,198.23,192.65,195.1,80507320
2023-07-20,195.09,196.47,192.495,193.13,59581199
2023-07-21,194.1,194.97,191.23,191.94,71951680
2023-07-24,193.41,194.91,192.25,192.75,45505102
2023-07-25,193.33,194.44,192.915,193.62,37283199
2023-07-26,193.67,195.64,193.32,194.5,47471871
2023-07-27,196.02,197.2,192.55,193.22,47460180
2023-07-28,194.67,196.626,194.14,195.83,48291441
2023-07-31,196.06,196.49,195.26,196.45,38824113
2023-08-01,196.235,196.73,195.28,195.605,35281434
2023-08-02,195.04,195.18,191.8507,192.58,50389328
2023-08-03,191.57,192.37,190.69,191.17,62243281
2023-08-04,185.52,187.38,181.92,181.99,115956797
2023-08-07,182.13,183.13,177.35,178.85,97576070
2023-08-08,179.69,180.27,177.58,179.8,67823000
2023-08-09,180.87,180.93,177.01,178.19,60378488
2023-08-10,179.48,180.75,177.6,177.97,54686848
2023-08-11,177.32,178.62,176.55,177.79,52036672
2023-08-14,177.97,179.69,177.305,179.46,43675633
2023-08-15,178.88,179.48,177.05,177.45,43622594
2023-08-16,177.13,178.54,176.5,176.57,46964859
2023-08-17,177.14,177.5054,173.48,174,66062883
2023-08-18,172.3,175.1,171.96,174.49,61172152
2023-08-21,175.07,176.13,173.735,175.84,46311879
2023-08-22,177.06,177.68,176.25,177.23,42084246
2023-08-23,178.52,181.55,178.325,181.12,52722754
2023-08-24,180.674,181.104,176.01,176.38,54945801
2023-08-25,177.38,179.15,175.82,178.61,51449594
2023-08-28,180.09,180.59,178.545,180.19,43820699
2023-08-29,179.695,184.9,179.5,184.12,53003953
2023-08-30,184.94,187.85,184.74,187.65,60813887
2023-08-31,187.84,189.12,187.48,187.87,60794473
2023-09-01,189.485,189.92,188.28,189.46,45766500
2023-09-05,188.28,189.98,187.61,189.7,45280031
2023-09-06,188.4,188.85,181.47,182.91,81755820
2023-09-07,175.18,178.21,173.54,177.56,112488797
2023-09-08,178.35,180.239,177.79,178.18,65602070
2023-09-11,180.07,180.3,177.34,179.36,58953047
2023-09-12,179.49,180.13,174.82,176.3,90370195
2023-09-13,176.51,177.3,173.98,174.21,84267930
2023-09-14,174,176.1,173.58,175.74,60895762
2023-09-15,176.48,176.5,173.82,175.01,109205100
2023-09-18,176.48,179.38,176.17,177.97,67257600
2023-09-19,177.52,179.63,177.13,179.07,51826900
2023-09-20,179.26,179.7,175.4,175.49,58436200
2023-09-21,174.55,176.3,173.86,173.93,63047900
2023-09-22,174.67,177.08,174.05,174.79,56663000
2023-09-25,174.2,176.97,174.15,176.08,46172700
2023-09-26,174.82,175.2,171.66,171.96,64588900
2023-09-27,172.62,173.04,169.05,170.43,66921800
2023-09-28,169.34,172.03,167.62,170.69,56294400
2023-09-29,172.02,173.07,170.34,171.21,51814200
2023-10-02,171.22,174.3,170.93,173.75,52164500
2023-10-03,172.26,173.63,170.82,172.4,49594600
2023-10-04,171.09,174.21,170.97,173.66,53020300
2023-10-05,173.79,175.45,172.68,174.91,48527900
2023-10-06,173.8,177.99,173.18,177.49,57224100
