order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin
IN-2020-14871,10/11/2020,14/11/2020,Standard Class,TS-21370,FUR-CH-10004826,167.34,2,0,81.96,0.49
IN-2021-39686,21/03/2021,24/03/2021,Second Class,NW-18400,FUR-CH-10004826,61.0791,1,0.27,18.3891,0.3
IN-2022-62135,16/12/2022,21/12/2022,Standard Class,PN-18775,FUR-CH-10004826,418.35,5,0,204.9,0.49
IN-2019-54561,11/06/2019,18/06/2019,Standard Class,JM-15535,FUR-CH-10004863,331.02,2,0,158.88,0.48
ID-2021-61442,16/01/2021,22/01/2021,Standard Class,JB-16000,FUR-CH-10004863,496.53,4,0.25,152.25,0.31
IN-2021-50851,17/02/2021,23/02/2021,Standard Class,AW-10840,FUR-CH-10004863,827.55,5,0,397.2,0.48
IN-2019-45552,19/10/2019,24/10/2019,Standard Class,JL-15130,FUR-CH-10004863,241.6446,2,0.27,69.5046,0.29
IN-2020-37411,18/01/2020,21/01/2020,Second Class,GA-14725,FUR-CH-10004863,496.53,3,0,238.32,0.48
IN-2022-13751,07/01/2022,12/01/2022,Standard Class,SC-20770,FUR-CH-10004863,724.9338,6,0.27,208.5138,0.29
ID-2019-65152,29/11/2019,03/12/2019,Standard Class,SC-20695,FUR-CH-10004863,413.775,5,0.5,-16.575,-0.04
ID-2019-71452,06/04/2019,09/04/2019,Second Class,BB-10990,FUR-CH-10004913,676.368,6,0.2,-76.212,-0.11
IN-2019-60539,15/10/2019,21/10/2019,Standard Class,MG-18205,FUR-CH-10004913,845.46,6,0,92.88,0.11
ID-2022-36263,27/11/2022,29/11/2022,First Class,SP-20620,FUR-CH-10004913,205.7286,2,0.27,-45.1314,-0.22
IN-2022-38629,29/08/2022,03/09/2022,Standard Class,PT-19090,FUR-CH-10004913,986.37,7,0,108.36,0.11
IN-2020-67735,13/11/2020,18/11/2020,Second Class,MH-17455,FUR-CH-10004913,422.73,3,0,46.44,0.11
ID-2019-82414,15/09/2019,22/09/2019,Standard Class,DK-12835,FUR-FU-10000018,66.168,2,0.4,11.028,0.17
ID-2019-81588,30/11/2019,06/12/2019,Standard Class,NB-18580,FUR-FU-10000067,248.688,8,0.4,32.928,0.13
ID-2020-71949,13/10/2020,16/10/2020,First Class,PC-18745,FUR-FU-10000069,163.68,5,0.2,-16.47,-0.1
IN-2019-11602,03/09/2019,10/09/2019,Standard Class,AF-10870,FUR-FU-10000069,220.968,6,0.1,4.788,0.02
IN-2020-55751,01/11/2020,05/11/2020,Standard Class,BD-11725,FUR-FU-10000069,73.656,2,0.1,1.596,0.02
ID-2021-26449,15/06/2021,15/06/2021,Same Day,CV-12805,FUR-FU-10000069,30.69,1,0.25,-5.34,-0.17
IN-2022-68337,13/11/2022,17/11/2022,Standard Class,TS-21430,FUR-FU-10000069,89.6148,3,0.27,-18.4752,-0.21
IN-2022-70563,13/09/2022,17/09/2022,Second Class,BD-11770,FUR-FU-10000256,259.05,5,0,124.2,0.48
IN-2019-79761,11/01/2019,16/01/2019,Standard Class,SC-20680,FUR-FU-10000256,77.715,2,0.25,23.775,0.31
IN-2022-20499,26/03/2022,29/03/2022,Second Class,GW-14605,FUR-FU-10000306,150.66,3,0,9,0.06
ID-2019-16551,07/09/2019,12/09/2019,Second Class,FC-14245,FUR-FU-10000306,160.704,4,0.2,-28.176,-0.18
IN-2022-51222,03/11/2022,06/11/2022,First Class,MO-17800,FUR-FU-10000306,150.66,3,0,9,0.06
ID-2022-65754,18/06/2022,22/06/2022,Standard Class,JP-15520,FUR-FU-10000306,135.594,3,0.1,-6.066,-0.04
IN-2020-55387,05/07/2020,10/07/2020,Standard Class,NZ-18565,FUR-FU-10000339,329.94,3,0,13.14,0.04
IN-2020-43291,28/11/2020,04/12/2020,Standard Class,GB-14575,FUR-FU-10000339,329.94,3,0,13.14,0.04
ID-2021-49822,21/11/2021,26/11/2021,Standard Class,SP-20620,FUR-FU-10000339,351.936,4,0.2,-70.464,-0.2
ID-2020-44173,08/11/2020,14/11/2020,Standard Class,EH-13990,FUR-FU-10000339,494.91,6,0.25,-138.69,-0.28
ID-2020-77080,14/02/2020,18/02/2020,Standard Class,AF-10870,FUR-FU-10000339,593.892,6,0.1,-39.708,-0.07
IN-2021-82554,20/02/2021,27/02/2021,Standard Class,RD-19660,FUR-FU-10000366,327.84,8,0,134.4,0.41
IN-2020-79418,21/06/2020,21/06/2020,Same Day,TH-21100,FUR-FU-10000394,117.072,3,0.2,39.492,0.34
ID-2022-20205,22/10/2022,27/10/2022,Standard Class,JC-15340,FUR-FU-10000394,78.048,2,0.2,26.328,0.34
ID-2021-50690,21/02/2021,26/02/2021,Standard Class,FP-14320,FUR-FU-10000394,43.902,1,0.1,18.042,0.41
IN-2022-58607,29/10/2022,03/11/2022,Standard Class,SC-20380,FUR-FU-10000394,341.46,7,0,160.44,0.47
IN-2021-73342,14/11/2021,16/11/2021,Second Class,MH-17290,FUR-FU-10000394,536.58,11,0,252.12,0.47
IN-2020-69044,25/05/2020,27/05/2020,First Class,EB-13840,FUR-FU-10000394,48.78,1,0,22.92,0.47
IN-2019-27681,05/01/2019,11/01/2019,Standard Class,SW-20455,FUR-FU-10000394,48.78,1,0,22.92,0.47
IN-2020-60119,16/11/2020,20/11/2020,Standard Class,EN-13780,FUR-FU-10000394,351.216,9,0.2,118.476,0.34
IN-2022-34632,20/11/2022,23/11/2022,First Class,MP-18175,FUR-FU-10000394,35.6094,1,0.27,9.7494,0.27
ID-2022-42584,06/03/2022,11/03/2022,Standard Class,JB-16000,FUR-FU-10000422,373.68,8,0.1,-4.32,-0.01
IN-2020-65894,01/12/2020,05/12/2020,Standard Class,TS-21655,FUR-FU-10000422,155.7,3,0,13.95,0.09
ID-2019-14360,01/10/2019,02/10/2019,First Class,GH-14665,FUR-FU-10000422,37.887,1,0.27,-9.363,-0.25
IN-2022-17615,21/11/2022,26/11/2022,Standard Class,BM-11785,FUR-FU-10000422,155.7,3,0,13.95,0.09
IN-2021-49367,12/09/2021,18/09/2021,Standard Class,LM-17065,FUR-FU-10000422,155.7,3,0,13.95,0.09
IN-2019-36494,08/02/2019,13/02/2019,Standard Class,BP-11095,FUR-FU-10000482,58.17,1,0,15.69,0.27
IN-2021-64452,09/07/2021,14/07/2021,Standard Class,KH-16330,FUR-FU-10000482,174.51,3,0,47.07,0.27
IN-2022-58635,12/02/2022,16/02/2022,Standard Class,DM-13525,FUR-FU-10000482,104.706,2,0.1,19.746,0.19
IN-2022-35227,16/01/2022,16/01/2022,Same Day,SP-20620,FUR-FU-10000482,305.3925,7,0.25,8.0325,0.03
IN-2022-73587,30/09/2022,02/10/2022,Second Class,SS-20590,FUR-FU-10000482,58.17,1,0,15.69,0.27
IN-2022-76058,13/03/2022,15/03/2022,First Class,FO-14305,FUR-FU-10000496,113.16,2,0,53.16,0.47
IN-2022-32812,27/12/2022,31/12/2022,Standard Class,Co-12640,FUR-FU-10000496,41.3034,1,0.27,11.3034,0.27
IN-2022-11427,13/06/2022,15/06/2022,Second Class,ED-13885,FUR-FU-10000496,169.74,3,0,79.74,0.47
IN-2021-63829,02/08/2021,06/08/2021,Standard Class,DW-13480,FUR-FU-10000496,509.22,9,0,239.22,0.47
IN-2021-65768,04/04/2021,07/04/2021,Second Class,EH-13990,FUR-FU-10000496,165.2136,4,0.27,45.2136,0.27
ID-2020-59181,25/07/2020,27/07/2020,First Class,HA-14920,FUR-FU-10000496,82.6068,2,0.27,22.6068,0.27
IN-2021-75988,16/10/2021,20/10/2021,Standard Class,SC-20260,FUR-FU-10000496,206.517,5,0.27,56.517,0.27
ID-2022-84164,25/03/2022,01/04/2022,Standard Class,AB-10255,FUR-FU-10000507,31.14,1,0.4,-2.1,-0.07
IN-2020-56073,04/12/2020,11/12/2020,Standard Class,KN-16390,FUR-FU-10000514,45.468,1,0.1,16.668,0.37
IN-2019-77913,23/11/2019,23/11/2019,Same Day,GM-14680,FUR-FU-10000514,90.936,3,0.4,4.536,0.05
IN-2019-59328,14/04/2019,20/04/2019,Standard Class,BE-11335,FUR-FU-10000526,192.726,2,0.1,70.626,0.37
IN-2021-67098,04/05/2021,08/05/2021,Standard Class,RB-19360,FUR-FU-10000526,214.14,2,0,92.04,0.43
IN-2022-57571,15/12/2022,16/12/2022,First Class,DB-13210,FUR-FU-10000526,481.815,5,0.1,176.565,0.37
IN-2020-15144,15/04/2020,19/04/2020,Standard Class,DK-12835,FUR-FU-10000526,535.35,5,0,230.1,0.43
IN-2020-79411,20/07/2020,26/07/2020,Standard Class,GH-14665,FUR-FU-10000541,466.956,7,0.4,-109.074,-0.23
IN-2021-60546,19/06/2021,25/06/2021,Standard Class,SP-20920,FUR-FU-10000541,162.3228,2,0.27,-2.2572,-0.01
IN-2022-73048,15/02/2022,17/02/2022,Second Class,AC-10615,FUR-FU-10000541,222.36,2,0,57.78,0.26
IN-2019-24223,30/09/2019,06/10/2019,Standard Class,LS-16945,FUR-FU-10000541,667.08,6,0,173.34,0.26
IN-2020-14808,15/08/2020,19/08/2020,Standard Class,LS-17245,FUR-FU-10000548,68.121,3,0.1,20.421,0.3
IN-2022-54197,31/03/2022,04/04/2022,Standard Class,DB-13405,FUR-FU-10000548,50.46,2,0,18.66,0.37
IN-2019-51964,29/12/2019,30/12/2019,First Class,AB-10105,FUR-FU-10000548,25.23,1,0,9.33,0.37
IN-2022-43872,30/01/2022,02/02/2022,Second Class,SR-20740,FUR-FU-10000556,15.96,1,0,2.37,0.15
IN-2020-50592,26/09/2020,30/09/2020,Standard Class,AF-10885,FUR-FU-10000556,46.6032,4,0.27,-7.7568,-0.17
ID-2022-37285,25/03/2022,29/03/2022,Standard Class,EB-14110,FUR-FU-10000556,76.608,6,0.2,-4.932,-0.06
IN-2019-33463,22/12/2019,29/12/2019,Standard Class,HG-14965,FUR-FU-10000556,31.92,2,0,4.74,0.15
IN-2020-29228,21/01/2020,26/01/2020,Standard Class,AR-10510,FUR-FU-10000556,57.456,4,0.1,3.096,0.05
IN-2022-24657,06/11/2022,10/11/2022,Standard Class,KM-16660,FUR-FU-10000556,129.276,9,0.1,6.966,0.05
IN-2020-42094,03/05/2020,09/05/2020,Standard Class,DM-12955,FUR-FU-10000606,71.4378,2,0.27,10.7178,0.15
IN-2019-51964,29/12/2019,30/12/2019,First Class,AB-10105,FUR-FU-10000606,195.72,4,0,74.28,0.38
IN-2021-60868,12/09/2021,19/09/2021,Standard Class,GT-14710,FUR-FU-10000606,308.259,7,0.1,95.739,0.31
IN-2021-28731,27/06/2021,02/07/2021,Standard Class,JS-15880,FUR-FU-10000628,113.04,6,0,49.68,0.44
IN-2019-30033,02/12/2019,07/12/2019,Standard Class,KT-16465,FUR-FU-10000628,55.0128,4,0.27,12.7728,0.23
ID-2022-29081,17/06/2022,22/06/2022,Standard Class,ES-14020,FUR-FU-10000628,13.7532,1,0.27,3.1932,0.23
IN-2022-13478,26/07/2022,30/07/2022,Second Class,BM-11575,FUR-FU-10000628,42.39,3,0.25,10.71,0.25
IN-2022-21143,25/09/2022,29/09/2022,Standard Class,DC-12850,FUR-FU-10000628,94.2,5,0,41.4,0.44
ID-2021-12442,05/09/2021,07/09/2021,Second Class,SV-20365,FUR-FU-10000628,15.072,1,0.2,4.512,0.3
IN-2022-72460,24/06/2022,27/06/2022,First Class,BM-11575,FUR-FU-10000628,41.2596,3,0.27,9.5796,0.23
IN-2021-73237,04/07/2021,10/07/2021,Standard Class,FA-14230,FUR-FU-10000647,93.0969,3,0.27,5.0769,0.05
IN-2021-21479,04/03/2021,09/03/2021,Standard Class,RC-19825,FUR-FU-10000647,62.0646,2,0.27,3.3846,0.05
IN-2021-17853,01/05/2021,03/05/2021,Second Class,BS-11380,FUR-FU-10000647,85.02,2,0,26.34,0.31
IN-2021-35031,13/06/2021,19/06/2021,Standard Class,AG-10765,FUR-FU-10000647,62.0646,2,0.27,3.3846,0.05
IN-2019-85991,17/12/2019,23/12/2019,Standard Class,VW-21775,FUR-FU-10000657,100.32,2,0,19.02,0.19
IN-2022-32091,11/07/2022,15/07/2022,Standard Class,CK-12595,FUR-FU-10000666,219.78,2,0,59.34,0.27
ID-2021-32252,03/10/2021,08/10/2021,Standard Class,AR-10345,FUR-FU-10000666,219.78,2,0,59.34,0.27
ID-2020-28780,29/12/2020,03/01/2021,Standard Class,AB-10015,FUR-FU-10000666,561.5379,7,0.27,-0.0021,0
ID-2022-29004,19/08/2022,23/08/2022,Second Class,SR-20425,FUR-FU-10000666,263.736,3,0.2,23.076,0.09
IN-2022-44264,18/10/2022,23/10/2022,Standard Class,SW-20755,FUR-FU-10000666,109.89,1,0,29.67,0.27
IN-2022-19274,28/11/2022,29/11/2022,First Class,DB-13270,FUR-FU-10000666,240.6591,3,0.27,-0.0009,0
IN-2019-38895,02/12/2019,05/12/2019,First Class,AH-10585,FUR-FU-10000666,219.78,2,0,59.34,0.27
IN-2019-29592,29/12/2019,01/01/2020,Second Class,TB-21175,FUR-FU-10000666,109.89,1,0,29.67,0.27
IN-2022-84353,16/12/2022,20/12/2022,Standard Class,JH-15985,FUR-FU-10000669,31.56,1,0,2.52,0.08
ID-2022-85438,06/08/2022,10/08/2022,Standard Class,IG-15085,FUR-FU-10000669,37.872,2,0.4,-20.208,-0.53
IN-2019-85459,24/01/2019,30/01/2019,Standard Class,JM-15580,FUR-FU-10000702,219.96,2,0,8.76,0.04
ID-2022-54687,06/11/2022,08/11/2022,First Class,CS-12130,FUR-FU-10000714,51.111,3,0.1,2.781,0.05
IN-2022-48667,01/05/2022,03/05/2022,First Class,BF-11215,FUR-FU-10000714,85.185,5,0.1,4.635,0.05
IN-2021-50753,19/06/2021,25/06/2021,Standard Class,TS-21430,FUR-FU-10000714,56.79,3,0,8.46,0.15
IN-2020-55282,03/11/2020,05/11/2020,Second Class,AS-10240,FUR-FU-10000714,94.65,5,0,14.1,0.15
IN-2022-19904,25/12/2022,29/12/2022,Standard Class,JH-15430,FUR-FU-10000714,37.86,2,0,5.64,0.15
ID-2020-29039,09/03/2020,09/03/2020,Same Day,AS-10630,FUR-FU-10000714,69.0945,5,0.27,-11.4555,-0.17
ID-2022-12491,06/05/2022,06/05/2022,Same Day,TB-21520,FUR-FU-10000714,69.0945,5,0.27,-11.4555,-0.17
IN-2019-83877,04/11/2019,10/11/2019,Standard Class,TB-21520,FUR-FU-10000718,25.2,1,0,5.52,0.22
IN-2022-75288,08/05/2022,11/05/2022,First Class,EG-13900,FUR-FU-10000729,374.85,7,0,123.69,0.33
ID-2021-49143,30/03/2021,03/04/2021,Standard Class,RO-19780,FUR-FU-10000735,158.556,2,0.27,-26.064,-0.16
IN-2021-21535,27/11/2021,03/12/2021,Standard Class,LS-17230,FUR-FU-10000735,325.8,3,0,48.87,0.15
IN-2022-76114,08/08/2022,08/08/2022,Same Day,DB-13615,FUR-FU-10000735,217.2,2,0,32.58,0.15
IN-2020-59874,12/06/2020,16/06/2020,Second Class,BG-11695,FUR-FU-10000735,325.8,3,0,48.87,0.15
IN-2020-23628,21/06/2020,25/06/2020,Standard Class,CJ-11875,FUR-FU-10000735,195.48,2,0.1,10.86,0.06
ID-2019-27779,19/10/2019,23/10/2019,Standard Class,RP-19390,FUR-FU-10000735,173.76,2,0.2,-10.86,-0.06
IN-2019-46413,29/10/2019,29/10/2019,Same Day,RM-19375,FUR-FU-10000735,434.4,4,0,65.16,0.15
IN-2019-11602,03/09/2019,10/09/2019,Standard Class,AF-10870,FUR-FU-10000762,18.063,1,0.1,8.013,0.44
IN-2020-40029,28/01/2020,03/02/2020,Standard Class,MY-18295,FUR-FU-10000762,140.49,7,0,70.14,0.5
IN-2020-13933,02/11/2020,06/11/2020,Standard Class,JE-16165,FUR-FU-10000762,36.126,2,0.1,16.026,0.44
IN-2019-26715,21/09/2019,26/09/2019,Standard Class,DJ-13630,FUR-FU-10000762,58.6044,4,0.27,18.4044,0.31
IN-2019-25889,08/12/2019,12/12/2019,Standard Class,BP-11185,FUR-FU-10000783,107.73,7,0.1,19.11,0.18
IN-2022-31370,21/05/2022,25/05/2022,Standard Class,JM-15865,FUR-FU-10000783,51.3,3,0,13.32,0.26
IN-2022-69282,21/10/2022,26/10/2022,Standard Class,AS-10225,FUR-FU-10000783,49.932,4,0.27,-0.708,-0.01
ID-2020-23334,15/09/2020,19/09/2020,Standard Class,BT-11440,FUR-FU-10000783,87.381,7,0.27,-1.239,-0.01
ID-2020-46392,19/05/2020,24/05/2020,Standard Class,JP-16135,FUR-FU-10000783,24.966,2,0.27,-0.354,-0.01
IN-2022-69646,15/02/2022,21/02/2022,Standard Class,DB-13360,FUR-FU-10000783,27.36,2,0.2,2.04,0.07
ID-2021-72551,03/09/2021,10/09/2021,Standard Class,NS-18505,FUR-FU-10000815,73.2336,2,0.27,-8.0664,-0.11
IN-2020-14206,08/05/2020,11/05/2020,First Class,GM-14440,FUR-FU-10000815,225.72,5,0.1,22.47,0.1
ID-2019-72894,28/02/2019,04/03/2019,First Class,PS-18970,FUR-FU-10000815,401.28,10,0.2,-5.22,-0.01
ID-2020-47190,14/02/2020,16/02/2020,Second Class,VG-21805,FUR-FU-10000815,73.2336,2,0.27,-8.0664,-0.11
IN-2022-67189,19/08/2022,22/08/2022,First Class,AG-10525,FUR-FU-10000815,200.64,4,0,38.04,0.19
IN-2019-77479,26/08/2019,28/08/2019,Second Class,CW-11905,FUR-FU-10000815,150.48,3,0,28.53,0.19
IN-2020-60441,01/03/2020,02/03/2020,Same Day,HF-14995,FUR-FU-10000815,135.432,3,0.1,13.482,0.1
IN-2022-37404,25/11/2022,29/11/2022,Standard Class,SG-20080,FUR-FU-10000816,87.966,2,0.1,23.406,0.27
IN-2019-51215,06/11/2019,10/11/2019,Second Class,NF-18475,FUR-FU-10000816,48.87,1,0,16.59,0.34
IN-2021-74231,21/09/2021,23/09/2021,First Class,KT-16465,FUR-FU-10000889,250.8,5,0,85.2,0.34
IN-2022-45748,29/09/2022,03/10/2022,Standard Class,EA-14035,FUR-FU-10000889,36.6168,1,0.27,3.4968,0.1
IN-2019-34478,09/08/2019,09/08/2019,Same Day,BF-10975,FUR-FU-10000889,150.48,3,0,51.12,0.34
IN-2020-78865,08/06/2020,09/06/2020,First Class,JL-15835,FUR-FU-10000889,50.16,1,0,17.04,0.34
IN-2022-32049,03/09/2022,07/09/2022,Standard Class,MA-17995,FUR-FU-10000918,103.92,2,0,35.28,0.34
IN-2022-54967,09/09/2022,16/09/2022,Standard Class,KW-16570,FUR-FU-10000918,51.96,1,0,17.64,0.34
IN-2021-42080,27/03/2021,01/04/2021,Standard Class,TB-21625,FUR-FU-10000918,311.76,6,0,105.84,0.34
IN-2019-42892,29/06/2019,03/07/2019,Second Class,MM-18280,FUR-FU-10000918,272.79,7,0.25,32.55,0.12
IN-2019-56346,23/11/2019,26/11/2019,First Class,NW-18400,FUR-FU-10000921,218.25,5,0,19.5,0.09
ID-2021-69247,08/11/2021,11/11/2021,Second Class,KH-16360,FUR-FU-10000921,235.71,6,0.1,-2.79,-0.01
IN-2019-53203,22/12/2019,24/12/2019,First Class,AH-10195,FUR-FU-10000921,43.65,1,0,3.9,0.09
IN-2020-50207,04/08/2020,09/08/2020,Standard Class,GH-14425,FUR-FU-10000921,39.285,1,0.1,-0.465,-0.01
IN-2020-54358,22/01/2020,24/01/2020,Second Class,CS-12400,FUR-FU-10000921,174.6,4,0,15.6,0.09
IN-2022-35479,18/01/2022,23/01/2022,Standard Class,DJ-13420,FUR-FU-10000921,87.3,2,0,7.8,0.09
IN-2022-27303,31/01/2022,04/02/2022,Standard Class,RA-19885,FUR-FU-10000921,174.6,4,0,15.6,0.09
IN-2020-64221,06/07/2020,08/07/2020,First Class,AO-10810,FUR-FU-10000921,130.95,3,0,11.7,0.09
ID-2019-78193,26/08/2019,01/09/2019,Standard Class,CS-12250,FUR-FU-10000921,65.475,2,0.25,-14.025,-0.21
IN-2021-27828,27/08/2021,31/08/2021,Standard Class,VT-21700,FUR-FU-10000944,307.23,7,0,21.42,0.07
ID-2019-16453,14/01/2019,21/01/2019,Standard Class,MY-18295,FUR-FU-10000944,98.7525,3,0.25,-23.7375,-0.24
ID-2021-75372,29/06/2021,01/07/2021,Second Class,SC-20305,FUR-FU-10000944,192.2382,6,0.27,-52.7418,-0.27
ID-2019-27779,19/10/2019,23/10/2019,Standard Class,RP-19390,FUR-FU-10000944,175.56,5,0.2,-28.59,-0.16
ID-2022-73272,15/09/2022,20/09/2022,Standard Class,JF-15295,FUR-FU-10000944,160.1985,5,0.27,-43.9515,-0.27
IN-2022-84570,04/09/2022,06/09/2022,Second Class,SC-20575,FUR-FU-10000955,26.37,1,0,9.75,0.37
ID-2020-86607,21/02/2020,25/02/2020,Second Class,KL-16645,FUR-FU-10000955,94.932,6,0.4,-4.788,-0.05
ID-2022-83793,23/01/2022,23/01/2022,Same Day,DB-13555,FUR-FU-10000980,127.296,4,0.4,-4.344,-0.03
ID-2020-86607,21/02/2020,25/02/2020,Second Class,KL-16645,FUR-FU-10001015,75.6,4,0.4,3.72,0.05
IN-2021-26750,12/10/2021,15/10/2021,Second Class,MC-17635,FUR-FU-10001045,110.28,2,0,55.14,0.5
IN-2021-45412,20/11/2021,25/11/2021,Standard Class,JH-16180,FUR-FU-10001045,165.42,4,0.25,55.14,0.33
IN-2022-68092,17/12/2022,17/12/2022,Same Day,LE-16810,FUR-FU-10001045,40.2522,1,0.27,12.6822,0.32
IN-2022-42563,28/11/2022,02/12/2022,Standard Class,RE-19405,FUR-FU-10001045,55.14,1,0,27.57,0.5
IN-2021-20303,10/10/2021,17/10/2021,Standard Class,KC-16540,FUR-FU-10001078,87.156,2,0.1,22.236,0.26
IN-2022-52097,01/02/2022,06/02/2022,Standard Class,JG-15115,FUR-FU-10001078,217.89,5,0.1,55.59,0.26
IN-2021-10496,22/08/2021,26/08/2021,Standard Class,NW-18400,FUR-FU-10001078,145.26,3,0,47.88,0.33
ID-2022-86873,20/11/2022,23/11/2022,First Class,CS-12355,FUR-FU-10001091,204.228,6,0.4,-51.192,-0.25
IN-2021-14437,13/08/2021,20/08/2021,Standard Class,NG-18355,FUR-FU-10001096,205.56,4,0,57.48,0.28
IN-2020-63878,01/09/2020,06/09/2020,Standard Class,AS-10225,FUR-FU-10001096,138.753,3,0.1,27.693,0.2
IN-2019-43585,20/01/2019,24/01/2019,Second Class,TR-21325,FUR-FU-10001096,138.753,3,0.1,27.693,0.2
IN-2019-39308,11/01/2019,18/01/2019,Standard Class,DF-13135,FUR-FU-10001096,187.5735,5,0.27,2.4735,0.01
IN-2020-49731,22/03/2020,28/03/2020,Standard Class,HR-14770,FUR-FU-10001096,231.255,5,0.1,46.155,0.2
IN-2019-82337,02/09/2019,06/09/2019,Standard Class,DL-12865,FUR-FU-10001098,87.9,2,0,21.96,0.25
IN-2021-51768,28/05/2021,02/06/2021,Standard Class,CC-12430,FUR-FU-10001129,101.4,4,0,15.12,0.15
ID-2021-67105,03/09/2021,08/09/2021,Standard Class,TB-21280,FUR-FU-10001129,92.5275,5,0.27,-15.3225,-0.17
IN-2020-11210,26/04/2020,01/05/2020,Second Class,JM-15265,FUR-FU-10001129,50.7,2,0,7.56,0.15
IN-2020-76093,23/08/2020,27/08/2020,Standard Class,TS-21430,FUR-FU-10001129,114.075,5,0.1,6.225,0.05
ID-2020-62345,25/04/2020,28/04/2020,First Class,FO-14305,FUR-FU-10001129,185.055,10,0.27,-30.645,-0.17
ID-2020-41184,19/04/2020,21/04/2020,First Class,MR-17545,FUR-FU-10001129,37.011,2,0.27,-6.129,-0.17
IN-2022-64396,24/06/2022,30/06/2022,Standard Class,AB-10255,FUR-FU-10001129,91.26,4,0.1,4.98,0.05
IN-2020-41261,16/10/2020,22/10/2020,Standard Class,TB-21055,FUR-FU-10001129,126.75,5,0,18.9,0.15
IN-2022-20702,08/12/2022,13/12/2022,Standard Class,DK-12985,FUR-FU-10001130,80.9205,5,0.27,-0.0795,0
ID-2020-46210,01/09/2020,05/09/2020,Standard Class,CR-12730,FUR-FU-10001130,22.17,2,0.5,-10.23,-0.46
IN-2021-31307,14/08/2021,20/08/2021,Standard Class,HG-14965,FUR-FU-10001130,159.624,8,0.1,30.024,0.19
ID-2022-10076,09/07/2022,13/07/2022,Standard Class,HG-15025,FUR-FU-10001130,48.5523,3,0.27,-0.0477,0
IN-2020-63395,09/10/2020,13/10/2020,Standard Class,JP-15460,FUR-FU-10001130,64.7364,4,0.27,-0.0636,0
IN-2021-82771,20/09/2021,20/09/2021,Same Day,KD-16495,FUR-FU-10001144,402.96,8,0,48.24,0.12
ID-2019-10706,19/04/2019,23/04/2019,Standard Class,LO-17170,FUR-FU-10001246,730.0125,9,0.25,-38.9475,-0.05
IN-2022-17930,17/10/2022,22/10/2022,Standard Class,MG-17695,FUR-FU-10001246,648.9,6,0,136.26,0.21
IN-2020-77185,19/10/2020,24/10/2020,Second Class,SN-20710,FUR-FU-10001246,97.335,1,0.1,11.895,0.12
IN-2019-67392,06/12/2019,11/12/2019,Standard Class,ZD-21925,FUR-FU-10001246,324.45,3,0,68.13,0.21
IN-2020-70157,10/06/2020,14/06/2020,Standard Class,ML-18040,FUR-FU-10001246,216.3,2,0,45.42,0.21
ID-2019-83737,06/10/2019,11/10/2019,Standard Class,BT-11395,FUR-FU-10001254,45.576,4,0.4,-14.544,-0.32
IN-2019-86782,01/06/2019,04/06/2019,First Class,ME-17320,FUR-FU-10001260,69.84,4,0,2.04,0.03
IN-2019-81028,21/08/2019,25/08/2019,Standard Class,EH-13990,FUR-FU-10001260,139.68,8,0,4.08,0.03
ID-2022-83415,04/11/2022,09/11/2022,Second Class,DL-12925,FUR-FU-10001322,170.424,6,0.4,-108.036,-0.63
ID-2021-78298,08/11/2021,12/11/2021,Standard Class,CK-12205,FUR-FU-10001343,180.72,8,0.25,-9.84,-0.05
ID-2022-55226,23/06/2022,29/06/2022,Standard Class,ML-18265,FUR-FU-10001343,87.9504,4,0.27,-7.3296,-0.08
IN-2022-19274,28/11/2022,29/11/2022,First Class,DB-13270,FUR-FU-10001343,87.9504,4,0.27,-7.3296,-0.08
IN-2020-24783,18/12/2020,21/12/2020,Second Class,GZ-14545,FUR-FU-10001343,120.48,4,0,25.2,0.21
IN-2022-56801,08/05/2022,10/05/2022,First Class,SC-20800,FUR-FU-10001351,93.15,2,0.1,6.21,0.07
ID-2022-48191,10/01/2022,14/01/2022,Standard Class,JC-16105,FUR-FU-10001351,82.8,2,0.2,-4.14,-0.05
IN-2022-13051,12/11/2022,16/11/2022,Standard Class,LF-17185,FUR-FU-10001351,621,12,0,99.36,0.16
IN-2021-51502,10/12/2021,15/12/2021,Standard Class,CC-12370,FUR-FU-10001351,155.25,3,0,24.84,0.16
IN-2022-65992,18/11/2022,22/11/2022,Standard Class,Co-12640,FUR-FU-10001351,155.25,3,0,24.84,0.16
IN-2022-30649,02/05/2022,06/05/2022,Standard Class,LR-16915,FUR-FU-10001351,310.5,6,0,49.68,0.16
IN-2020-82372,19/08/2020,23/08/2020,Standard Class,CM-12445,FUR-FU-10001393,23.91,1,0,1.89,0.08
IN-2022-48058,18/09/2022,23/09/2022,Standard Class,GW-14605,FUR-FU-10001410,177.3,5,0.25,40.05,0.23
IN-2021-15172,23/10/2021,26/10/2021,Second Class,NM-18520,FUR-FU-10001410,127.656,3,0.1,45.306,0.35
IN-2021-14409,13/12/2021,15/12/2021,Second Class,JM-15265,FUR-FU-10001410,283.68,6,0,118.98,0.42
IN-2022-13317,29/01/2022,03/02/2022,Second Class,SC-20260,FUR-FU-10001410,241.6008,7,0.27,49.4508,0.2
IN-2020-40785,30/06/2020,05/07/2020,Standard Class,RC-19825,FUR-FU-10001410,248.22,7,0.25,56.07,0.23
