IMDB_id,Name,Summary,Rating,Genres,Network,Premier_Date,Status
tt1190634,The Boys,"<p>In a world where superheroes embrace the darker side of their massive celebrity and fame, <b>The Boys</b> centres on a group of vigilantes known informally as ""The Boys,"" who set out to take down corrupt superheroes with no more than blue collar grit and a willingness to fight dirty.</p>",8.4,"Drama,Action,Science-Fiction",,2019-07-26,Running
tt5687612,Fleabag,<p>Meet <b>Fleabag</b>. She's not talking to all of us - she's talking to you. So why don't you pop your top off and come right in?</p>,8.1,"Drama,Comedy",,2016-07-21,Ended
tt0407362,Battlestar Galactica,"<p>The world ended with no warning, and all that was left… was hope.</p><p>A truce between the humans of the Twelve Colonies and the Cylons—intelligent robots designed by humankind—lasts for 40 tense and silent years. <b>Battlestar Galactica</b> picks up just as the Cylons commit mass genocide against humanity. Only the Battlestar Galactica (an old warship about to be decommissioned and turned into a museum) and those souls fortunate enough to be aboard other starships were able to survive the attack. In the aftermath, the Galactica's commanding officer, William Adama, finds himself responsible for safeguarding the last remnants of the human race—fewer than 50,000 desperate survivors. Meanwhile, the annihilation of the Colonial government results in the succession of the Secretary of Education, Laura Roslin, to the presidency. Driven by prophetic visions and political necessity, the Galactica travels through uncharted space in hopes of finding the mythical, lost 13th colony—Earth.</p>",8.7,"Drama,Science-Fiction,War",Syfy,2003-12-08,Ended
tt0367279,Arrested Development,"<p>After being passed over as partner at The Bluth Co., widower Michael resolves to quit the family business and move away to spend more quality time with his 13-year-old son, George Michael. But when his father George Bluth Sr. is arrested for shifty accounting practices and the family assets are frozen, Michael is forced to stay in Orange County to help his wildly eccentric family pick up the pieces.</p>",8.3,"Comedy,Family",,2003-11-02,Ended
tt0096697,The Simpsons,"<p><b>The Simpsons</b> is the longest running scripted show in US television history. It captures the adventures of Homer, Marge, Maggie, Bart and Lisa who are living in a fictional town called Springfield.</p>",8.1,"Comedy,Family",FOX,1989-12-17,Running
tt0286486,The Shield,"<p>Detective Vic Mackey is the leader of an elite Strike Team unit, a group of cops effective at eliminating crime but also operating under Vic's own set of rules. But his rules sometimes cross the fine line between legal and illegal. Now the precinct has a new captain who doesn't like Vic's tactics and wants to bust him off the force - even as the captain finds himself going to Vic for help whenever the going gets rough.</p>",8.7,"Drama,Crime",FX,2002-03-12,Ended
tt1606375,Downton Abbey,"<p>The Downton Abbey estate stands a splendid example of confidence and mettle, its family enduring for generations and its staff a well-oiled machine of propriety. But change is afoot at Downton--change far surpassing the new electric lights and telephone. A crisis of inheritance threatens to displace the resident Crawley family, in spite of the best efforts of the noble and compassionate Earl, Robert Crawley; his American heiress wife, Cora his comically implacable, opinionated mother, Violet and his beautiful, eldest daughter, Mary, intent on charting her own course. Reluctantly, the family is forced to welcome its heir apparent, the self-made and proudly modern Matthew Crawley himself none too happy about the new arrangements. As Matthew's bristly relationship with Mary begins to crackle with electricity, hope for the future of Downton's dynasty takes shape. But when petty jealousies and ambitions grow among the family and the staff, scheming and secrets--both delicious and dangerous--threaten to derail the scramble to preserve Downton Abbey. <i>Downton Abbey</i> offers a spot-on portrait of a vanishing way of life.</p>",8.8,"Drama,Family,Romance",ITV1,2010-09-26,Ended
tt0412142,House,"<p>Sink your teeth into meaty drama and intrigue with <b>House</b>, FOX's take on mystery, where the villain is a medical malady and the hero is an irreverent, controversial doctor who trusts no one, least of all his patients.</p><p>Dr. Gregory House is a maverick physician who is devoid of bedside manner. While his behavior can border on antisocial, Dr. House thrives on the challenge of solving the medical puzzles that other doctors give up on. Together with his hand-picked team of young medical experts, he'll do whatever it takes in the race against the clock to solve the case.</p>",8.8,"Drama,Mystery,Medical",FOX,2004-11-16,Ended
tt4508902,One-Punch Man,"<p><b>One-Punch Man</b> is a super hero who has trained so hard that his hair has fallen out, and who can overcome any enemy with one punch. However, because he is so strong, he has become bored and frustrated with winning all his battles so easily.</p>",8.4,"Comedy,Action,Anime",TV Tokyo,2015-10-06,Running
tt6741278,Invincible,"<p>Based on the eponymous comic book, <b>Invincible</b> revolves around Mark Grayson, a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his 17th birthday, Mark begins to develop powers of his own and enters into his father's tutelage.</p>",8.2,"Drama,Action,Science-Fiction",,2021-03-26,Running
tt0804503,Mad Men,"<p>The series revolves around the conflicted world of Don Draper, the biggest ad man in the business, and his colleagues at the Sterling Cooper Draper Pryce Advertising Agency. As Don makes the plays in the boardroom and the bedroom, he struggles to stay a step ahead of the rapidly changing times and the young executives nipping at his heels. The series also depicts authentically the roles of men and women in this era while exploring the true human nature beneath the guise of 1960s traditional family values.</p>",8.3,Drama,AMC,2007-07-19,Ended
tt4574334,Stranger Things,"<p>A love letter to the '80s classics that captivated a generation, <b>Stranger Things</b> is set in 1983 Indiana, where a young boy vanishes into thin air. As friends, family and local police search for answers, they are drawn into an extraordinary mystery involving top-secret government experiments, terrifying supernatural forces and one very strange little girl.</p>",8.5,"Drama,Horror,Science-Fiction",,2016-07-15,Running
tt0387764,Peep Show,"<p>Award-winning sitcom. David Mitchell and Robert Webb play two dysfunctional flatmates who reveal all their inner thoughts - whether dark, stupid or embarrassing. Or, occasionally, all three...</p>",8.3,Comedy,Channel 4,2003-09-19,Ended
tt1518542,Sarabhai vs Sarabhai,"<p>The show revolves around the life of a fictional Gujarati family, the Sarabhais. They are portrayed as a typical family in the class of elite socialites of Mumbai.The family consists of Indravadan Sarabhai and his wife Maya, who live in an apartment with their younger son Rosesh. Their older son Sahil and his wife Monisha Sarabhai live in the apartment across the hallway. Maya considers the name Manisha middle class and renames her Monisha before their marriage. The middle-class habits of Monisha irk Maya. Monisha, on the other hand, does not appreciate Maya's snooty and snobbish behaviour. Indravadan constantly derides Roshesh for being tied to his mother's apron strings and for writing bad poetry. Maya and Roshesh consider Indravadan's attitude towards Rosesh and his gregarious nature boorish. The ensuing conflict and comedy becomes Sarabhai vs Sarabhai. Much of the humour is derived f...</p>",,Comedy,,2004-11-01,Ended
tt0318871,Berserk,<p><b>Berserk </b>is a 25-part anime set in a dark fantasy/horror environment whereby the series focuses on the main character guts; a lone swordman who later meets up with a group of mercenaries called the band of the hawk. The leader of this band holds a strange necklace called a behelit that will only lead to evil.</p>,8.2,"Anime,Fantasy,Horror",NTV,1997-10-07,Ended
tt0092455,Star Trek: The Next Generation,"<p><b>Star Trek: The Next Generation</b> (TNG) focuses on the 24th century adventures of Captain Jean-Luc Picard aboard the U.S.S. Enterprise (NCC-1701-D). This incarnation of the famous starship is much larger than the one captained by James T. Kirk a century earlier, and, accordingly, it carries a larger crew complement: 1,012 men, women…and, surprisingly, children. This era's Starfleet Command believes that men and women are more likely to sign up for long-term exploratory missions if they think of their ship as home. Thus, Picard's crew enjoys many of the comforts they'd have otherwise left behind, including a wide variety of recreational opportunities, ""replicated"" food dishes to suit every palate, and quarters large enough to share with spouses and offspring. There are schools for the children and a bar (stocked with synthetic alcohol, or synthehol) where the adults can unwind. However, the ongoing mission—no longer limited to a mere five years—remains virtually the same as it was during Kirk's time: to seek out new life and new civilizations, and to boldly go where no one has gone before.</p>",8.7,"Action,Adventure,Science-Fiction",Syndication,1987-09-28,Ended
tt8111088,The Mandalorian,"<p>After the stories of Jango and Boba Fett, another warrior emerges in the Star Wars universe. <b>The Mandalorian</b> is set after the fall of the Empire and before the emergence of the First Order. We follow the travails of a lone gunfighter in the outer reaches of the galaxy far from the authority of the New Republic...</p>",8.6,"Action,Adventure,Science-Fiction",,2019-11-12,Running
tt0158417,Mahabharat,"<p><b>Mahabharat</b> is a successful Indian television series based on the ancient Indian epic Mahabharata. The 94-episode series originally ran from 1988 to 1990. It was produced by B. R. Chopra and directed by his son, Ravi Chopra.</p>",,Drama,DD National,1988-10-02,Ended
tt5788792,The Marvelous Mrs. Maisel,"<p>It's 1958 Manhattan and Miriam ""Midge"" Maisel has everything she's ever wanted - the perfect husband, kids, and Upper West Side apartment. But when her life suddenly takes a turn and Midge must start over, she discovers a previously unknown talent - one that will take her all the way from the comedy clubs of Greenwich Village to a spot on Johnny Carson's couch.</p>",8.1,"Drama,Comedy",,2017-03-17,Ended
tt0086661,Sherlock Holmes,"<p><b>Sherlock Holmes</b> is one of the world's greatest and most popular fictional detectives. His acute perception and powers of observation are called upon in solving a compendium of crime. As ever, Dr. Watson is on hand as his indispensable assistant.</p>",8.3,"Drama,Crime,Mystery",ITV1,1984-04-24,Ended
tt0758745,Friday Night Lights,"<p>In the town of Dillon, Texas, football is life, and no one knows that better than new head Coach Eric Taylor. Pressure mounts as the Dillon Panthers led by star quarterback Jason Street, enter pre-season surrounded by a swirl of press, recruiters and State Championship sized expectations. Backup quarterback Matt Saracen prepares to ride the bench in the shadow of Jason Street, as running back Tim Riggins struggles with a serious vice. As the season opener grows near, the town of Dillon is focused on what they believe to be most important, winning.</p>",8.5,"Drama,Sports",NBC,2006-10-03,Ended
tt5712554,The Grand Tour,"<p>Jeremy Clarkson, Richard Hammond and James May are back with <b>The Grand Tour</b>. A show about adventure, excitement and friendship... as long as you accept that the people you call friends are also the ones you find extremely annoying. Sometimes it's even a show about cars. Follow them on their global adventure.</p>",8.2,"Comedy,Adventure",,2016-11-18,Running
tt1628033,Top Gear,"<p><b>Top Gear</b> is a British television series about motor vehicles, primarily cars, and the most widely watched factual television programme in the world.</p>",7.0,,BBC One,2002-10-20,To Be Determined
tt1795096,Behzat Ç. Bir Ankara Polisiyesi,"<p>Behzat Ç. is a detective in the Ankara Police Department. He is the head of a unit of six people: Harun, Hayalet, Akbaba, Selim, Cevdet and Eda. They usually work together with the public prosecuter Esra. They chase criminals with perseverance and solve murders and other crimes that occur in Ankara. Behzat Ç. graduated from the Police academy in 1985. He does not care much about his superiors -not even laws in some cases; he only follows his inner conscience. This often brings him troubles: Even though he graduated from the Police Academy many years ago, he is still stuck in the same position for years unlike his colleagues who are at the peak of their career, because of numerous suspensions and reprimands he got. After an unsuccessful marriage, he is not confident with women. The only woman he seems to care about is his daughter Berna.</p>",,"Drama,Action,Crime",,2010-09-19,Ended
tt0459159,The Thick of It,<p>Join the farce that is the department of Social afairs and Citizenship as it farcically stumbles its way through the corridors of power.</p>,8.0,Comedy,BBC Four,2005-05-19,Ended
tt2303687,Line of Duty,"<p>A drama about the investigations of AC-12, a controversial Police Anti-Corruption Unit.</p>",8.6,"Drama,Crime,Thriller",BBC One,2012-06-26,To Be Determined
tt1856010,House of Cards,"<p>Based on the BBC miniseries of the same name, <b>House of Cards</b> follows Francis Underwood, the politician's politician – masterful, beguiling, charismatic and ruthless. He and his equally ambitious wife Claire will stop at nothing to ensure their ascendancy. This wicked political drama slithers beneath the curtain and through the back halls of greed, sex, love and corruption in modern Washington D.C.</p>",8.3,"Drama,Thriller",,2013-02-01,Ended
tt5555260,This Is Us,"<p>Sometimes life will surprise you. This refreshingly honest and provocative series follows a unique ensemble whose paths cross and their life stories intertwine in curious ways. We find several of them share the same birthday, and so much more than anyone would expect. From the writer and directors of ""Crazy, Stupid, Love"" comes a smart, modern dramedy that will challenge your everyday presumptions about the people you think you know.</p>",7.9,"Drama,Comedy,Romance",NBC,2016-09-20,Ended
tt0988824,Naruto: Shippuuden,"<p><b>Naruto: Shippuden</b> is the continuation of the original animated TV series Naruto.The story revolves around an older and slightly more matured Uzumaki Naruto and his quest to save his friend Uchiha Sasuke from the grips of the snake-like Shinobi, Orochimaru. After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work, though it will not be easy, as he has amassed a few (more dangerous) enemies, in the likes of the shinobi organization; Akatsuki.</p>",8.5,"Action,Adventure,Anime,Fantasy",TV Tokyo,2007-02-15,Ended
tt4786824,The Crown,"<p><b>The Crown</b> tells the inside story of two of the most famous addresses in the world -- Buckingham Palace and 10 Downing Street - and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.</p>",8.5,"Drama,History",,2016-11-04,Running
tt0268093,Ramayan,,,,Doordarshan,1987-02-01,Ended
tt4288182,Atlanta,<p>Two cousins work through the <b>Atlanta</b> music scene in order to better their lives and the lives of their families.</p>,7.0,"Drama,Comedy,Music",FX,2016-09-06,Ended
tt0111958,Father Ted,<p>One small island off the west coast of Ireland. Three priests. One housekeeper. A bunch of nuns - and the most consistently awful weather on the planet.</p>,8.1,Comedy,Channel 4,1995-04-21,Ended
tt1266020,Parks and Recreation,<p><b>Parks and Recreation</b> is a comedy series based around the main character Leslie Knope (a bureaucrat) in the parks department of Pawnee.</p>,8.3,Comedy,NBC,2009-04-09,Ended
tt0106179,The X-Files,"<p>Two FBI agents, Fox Mulder (a believer) and Dana Scully (a skeptic), investigate unexplained cases where the paranormal might be involved while hidden forces work to impede their efforts.</p>",8.6,"Drama,Crime,Science-Fiction",FOX,1993-09-10,Ended
tt0434706,Monster,"<p>Kenzou Tenma, a Japanese brain surgeon in Germany, had it all: incredible skill at his work, a rich and beautiful fiancee, and a promising career at his hospital. However, after becoming disenchanted by hospital politics, he chose to save the life of a young boy who got shot in the head over the life of the mayor. As a result he lost the support of the hospital director, as well as his position in the hospital and his fiance. A short time later, the hospital director and the doctors that replaced him were murdered, and once again he was catapulted back onto the top. But as the chief suspect of the murders, Tenma did not get a easy life. As a matter of fact, it seems that the boy he saved was much more than he had appeared to be... Now to clear his name and to correct his past mistake, Tenma must get to the bottom of these and other murders, and investigate the truth of the Monster who is.</p>",8.7,"Drama,Anime,Crime,Horror",NTV,2004-04-06,Ended
tt0348914,Deadwood,"<p>The outlaw camp of <b>Deadwood</b> marches slowly towards civilization, facing its first elections. But the power struggles continue over everything in Deadwood—influence, money, and whores—as the founding camp members form strategic alliances to face down the threat of a powerful newcomer, seeking to remake Deadwood in his image.</p>",8.8,"Drama,Crime,Western",HBO,2004-03-21,Ended
tt0773262,Dexter,"<p>He's smart, he's good looking, and he's got a great sense of humor. He's Dexter Morgan, everyone's favorite serial killer. As a Miami forensics expert, he spends his days solving crimes, and nights committing them. But Dexter lives by a strict code of honor that is both his saving grace and lifelong burden. Torn between his deadly compulsion and his desire for true happiness, Dexter is a man in profound conflict with the world and himself.</p>",8.4,"Drama,Crime,Mystery",Showtime,2006-10-01,Ended
tt0994314,Code Geass,"<p>The year is 2017 of the Imperial calendar and parts of the world are under the control of the Holy Britannian Empire. Lelouch Lamperouge, an exiled Britannian prince, encounters a strange girl known as C.C., who gifts him with a great and terrible power. The Geass. With this powerful ability, Lelouch can get anyone to do as he wills. But the power of Geass: is it a blessing…or a curse?</p>",8.6,"Drama,Action,Anime,Science-Fiction",MBS,2006-10-05,Ended
tt4834232,Critical Role,"<p>Voice actor Matthew Mercer leads a group of fellow voice actors on epic Dungeons &amp; Dragons campaigns. These familiar voices bring the audience into the full experience of D&amp;D, allowing imaginations to soar as the characters embark on adventures. This is <b>Critical Role</b>!</p>",8.1,"Adventure,Fantasy",,2015-03-13,Running
tt4299972,The Jinx: The Life and Deaths of Robert Durst,"<p>From Andrew Jarecki and Marc Smerling (the Oscar® nominees behind <i>Capturing the Friedmans</i>), comes <b>The Jinx: The Life and Deaths of Robert Durst</b>, a six-part examination of the reclusive millionaire at the heart of three killings spanning four decades. Robert Durst, the scion of a New York real estate empire, has long been a suspect in the notorious 1982 disappearance of his wife, Kathie. Further suspicion was raised with the unsolved killing of his confidante, Susan Berman, thought to be a key witness in the investigation into Kathie's disappearance in 2000, as well as the subsequent killing and dismemberment of a neighbor in Galveston, Texas. Durst has consistently maintained his innocence and remains a free man today.</p>",7.8,"Crime,Mystery",HBO,2015-02-08,Ended
tt9140342,It's a Sin,"<p>Ritchie, Roscoe and Colin are young lads, strangers at first, leaving home at 18 and heading off to London in 1981 with hope and ambition and joy… and walking straight into a plague that most of the world ignores. Year by year, episode by episode, their lives change, as the mystery of a new virus starts as a rumour, then a threat, then a terror, and then something that binds them together in the fight.It's the story of their friends, lovers and families too, especially Jill, the girl who loves them and helps them, and galvanises them in the battles to come. Together they will endure the horror of the epidemic, the pain of rejection and the prejudices that gay men faced throughout the decade.</p>",7.5,"Drama,Comedy",,2021-01-22,Ended
tt1733785,Bron / Broen,"<p>When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.</p>",8.5,"Drama,Crime,Thriller",SVT1,2011-09-28,Ended
tt3322312,Marvel's Daredevil,"<p>Matt Murdock, a Marvel Comics hero who's a lawyer by day but fights the bad guys at night to avenge the murder of his father, a boxer. But what sets Matt apart from most superheroes isn't his back story it's his handicap. Matt is blind, the result of a childhood accident that removed his ability to see but gifted him with heightened senses of touch, taste, hearing and smell.</p>",8.5,"Drama,Action,Crime",,2015-04-10,Ended
tt1305826,Adventure Time,<p><b>Adventure Time's</b> unlikely heroes Finn and Jake are buddies who traverse the mystical Land of Ooo and encounter its colorful inhabitants.</p>,7.9,"Comedy,Adventure,Fantasy",Cartoon Network,2008-12-07,Ended
tt0096639,Lonesome Dove,"<p>Retired Texas Rangers Gus McRae and Woodrow Call are content to live out their remaining years in the tiny Texas town of Lonesome Dove. Then their old friend Jake comes to town, and tells them about the incredible opportunities for cattle ranching in Montana. Encouraged by this, Call convinces Gus and many other townspeople to go on a perilous cattle drive to Montana. Gus has another agenda though: his former sweetheart now lives in Nebraska, and he hopes for a second chance with her. As the drive goes on it takes on an epic scale, ultimately becoming what could well be called the central event in the lives of all involved.</p>",8.4,"Drama,Adventure,Western",CBS,1989-02-05,Ended
tt8595766,Yeh Meri Family,"<p>Set in the summer of 1998, the series tells the story about conflicting emotions towards family members from the eyes of a twelve year old.</p>",,"Drama,Comedy,Family",,2018-07-13,Ended
tt9335498,Demon Slayer: Kimetsu no Yaiba,"<p>Since ancient times, rumors have abounded of man-eating demons lurking in the woods. Because of this, the local townsfolk never venture outside at night. Legend has it that a demon slayer also roams the night, hunting down these bloodthirsty demons. For young Tanjiro, these rumors will soon to become his harsh reality… Ever since the death of his father, Tanjiro has taken it upon himself to support his family. Although their lives may be hardened by tragedy, they've found happiness. But that ephemeral warmth is shattered one day when Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko, turned into a demon. To his surprise, however, Nezuko still shows signs of human emotion and thought… Thus begins Tanjiro's quest to fight demons and turn his sister human again.</p>",8.4,"Drama,Action,Anime,Fantasy",Fuji TV,2019-04-06,Running
tt5290382,MINDHUNTER,"<p><b>MINDHUNTER</b> is based on the 1996 book<i> Mind Hunter: Inside the FBI's Elite Serial Crime Unit</i>, by former special agent John Douglas and Mark Olshaker. For years, Douglas pursued some of the most notorious serial killers and rapists, developing profiling techniques to catch them. The book goes behind the scenes of some of his highest-profile cases, including the man who hunted prostitutes in Alaska, the Atlanta child murderer, and Seattle's Green River killer. To hone in his profiling methods Douglas interviewed and studied a skew of serial killers. Several book and TV characters have been based in part on him, including Jack Crawford in Thomas Harris' <i>The Silence of the Lambs</i>, Will Graham on <i>Hannibal</i> and Jason Gideon on <i>Criminal Minds</i>.</p>",8.4,"Drama,Crime,Thriller",,2017-10-13,Ended
tt2049116,Gomorra,"<p>Based on Robert Saviano's bestselling book, this gritty Italian crime drama paints a portrait of the brutal Neapolitan crime organisation the Camorra.</p>",8.3,"Drama,Action,Crime",Sky Atlantic,2014-05-06,Ended
tt1486217,Archer,"<p><b>Archer</b> is an animated, half-hour comedy set at the International Secret Intelligence Service, a spy agency where espionage and global crises are merely opportunities for its highly trained employees to confuse, undermine, betray and royally screw each other.</p>",8.4,"Comedy,Action,Adult",FXX,2009-09-17,Running
tt0094517,Mystery Science Theater 3000,"<p><b>Mystery Science Theater 3000 </b>started as a locally produced television show for KTMA in Minnesota but soon grew in popularity. It moved to Comedy Central (originally the Comedy Channel), then to Syfy. After an eighteen-year hiatus, the crew of the Satellite of Love returned in 2017, airing on Netflix for two seasons. In 2021, the production started its own streaming service, The Gizmoplex, where the riffing of cheesy movies continues. </p><p>Over the years, there have been several ""test subjects"": Joel Robinson, Mike Nelson, Jonah Heston, and Emily Connor along with their robot friends Tom Servo, Crow T Robot, and Gypsy (now GPC) all subjected to bad movies thanks to a host of mad scientists including Doctor Clayton Forrester, his mother Pearl, and most recently Kinga Forrester.</p>",5.4,"Comedy,Science-Fiction",,1988-11-24,Running
tt3398540,Haikyuu!!,"<p>Inspired after watching a volleyball ace nicknamed ""Little Giant"" in action, small-statured Shouyou Hinata revives the volleyball club at his middle school. After finding new members, they set out for the middle school tournament, where they cross paths with a formidable school with the ""King of the Upper Court"", Tobio Kageyama. Hinata vows to surpass Kageyama, and so after graduating from middle school, he joins Karasuno High School's volleyball team—only to find that his sworn rival, Kageyama, is now his teammate.</p>",7.5,"Comedy,Anime,Sports",MBS,2014-04-06,Ended
tt1641384,Young Justice,"<p><b>Young Justice</b> is an animated series about a squad of teenage superheroes from the DC Comics universe. Three years after<i> Young Justice</i> was cancelled by Cartoon Network, the cult action-animated series came back on DC Universe.</p>",8.2,"Action,Adventure,Science-Fiction",,2010-11-26,Ended
tt0094525,Agatha Christie's Poirot,"<p>David Suchet is a pitch-perfect Poirot in these gorgeously filmed adaptations of Agatha Christie's mysteries. The diminutive detective cracks cases with a sharp mind, dry wit, and help from his friends, including Captain Hastings, Inspector Japp and Ariadne Oliver.</p>",8.4,"Drama,Crime,Mystery",ITV1,1989-01-08,Ended
tt0096657,Mr. Bean,"<p>The first episode of the original <b>Mr. Bean</b> series starring Rowan Atkinson was first broadcast on 1st January 1990. Since then <i>Mr. Bean</i> has become known all over the world. Created by Rowan Atkinson, Richard Curtis and Robin Driscoll, there were only 14 episodes ever made. The original series emerged from Rowan Atkinson's stage revues of the 1980′s which featured the silent odd-ball. Rowan Atkinson's comic acting genius has created a highly original work for television. The <i>Mr. Bean</i> series has been sold to 190 territories worldwide and has won an International Emmy and the Golden Rose of Montreux.</p>",8.3,"Comedy,Family",ITV1,1990-01-01,Ended
tt9174558,Dopesick,"<p>Samuel Finnix, an old-school doctor who approaches his practice with kindness and compassion, but finds himself embroiled in Big Pharma's deadly secret. </p>",7.6,Drama,,2021-10-13,Ended
tt0080306,Yes Minister,"<p>Satirical sitcom set in the office of a UK Cabinet minister, Jim Hacker MP, who struggles with Civil Service bureaucracy and political machinations as he tries to get on with government business.</p>",8.3,Comedy,BBC Two,1980-02-25,Ended
tt7562112,Pose,"<p><b>Pose</b> explores the juxtaposition of several segments of life and society: the underground ball culture, the rise of the luxury Trump-era universe and the downtown social and literary scene that came to define New York in the 1980s.</p>",7.9,Drama,FX,2018-06-03,Ended
tt5421602,Anne with an E,"<p><b>Anne with an E</b> is a coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890's, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly spinster and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.</p>",8.3,"Drama,Family,History",CBC,2017-03-19,Ended
tt4236770,Yellowstone,"<p><b>Yellowstone </b>follows the Dutton family, led by John Dutton, who controls the largest contiguous ranch in the United States, under constant attack by those it borders — land developers, an Indian reservation, and America's first National Park. It is an intense study of a violent world far from media scrutiny — where land grabs make developers billions, and politicians are bought and sold by the world's largest oil and lumber corporations. Where drinking water poisoned by fracking wells and unsolved murders are not news: they are a consequence of living in the new frontier. It is the best and worst of America seen through the eyes of a family that represents both.</p>",8.3,"Drama,Family,Western",Paramount Network,2018-06-20,Running
tt0380136,QI,<p>Comedy quiz show in which contestants are rewarded if their answers are quite interesting.</p>,8.4,Comedy,BBC Two,2003-09-11,Running
tt1870479,The Newsroom,"<p><b>The Newsroom</b> follows the members of a cable news team on their quixotic mission to do the news well in the face of a fickle audience, corporate mandates and tangled personal relationships.</p>",8.5,Drama,HBO,2012-06-24,Ended
tt0979432,Boardwalk Empire,"<p>As the country struggles to cope with the Great Depression and the end of Prohibition looms, Nucky Thompson looks to legitimize himself through alliances with liquor producers, while rivals Lucky Luciano and Meyer Lansky seek to consolidate their power in the wake of Arnold Rothstein's death and eliminate all competition - by any means necessary on <b>Boardwalk Empire</b>.</p>",8.4,"Drama,Crime",HBO,2010-09-19,Ended
tt1489428,Justified,"<p>Deputy U.S. Marshal Raylan Givens is something of a 19th century-style officer in modern times, whose unconventional enforcement of justice makes him a target with criminals and a problem for his superiors in the U.S. Marshals Service. As a result of an eager but ""justified"" shooting of a Miami fugitive while on assignment in Florida, Givens is reassigned to Lexington, Kentucky, in a district that includes his hometown of Harlan, a rural mining town in the east of the state.</p>",8.6,"Drama,Crime,Western",FX,2010-03-16,Ended
tt0053488,The Bugs Bunny Show,"<p><b>The Bugs Bunny Show</b> is an animated television anthology series hosted by Bugs Bunny, that was mainly composed of Looney Tunes and Merrie Melodies cartoons released by Warner Bros. between August 1, 1948 and the end of 1969. The show originally debuted as a primetime half-hour program on ABC in 1960, featuring three theatrical Warner Bros. Cartoons with new linking sequences produced by the Warner Bros. Cartoons staff.</p><p>After two seasons, The Bugs Bunny Show moved to Saturday mornings, where it remained in one format or another for nearly four decades. The show's title and length changed regularly over the years, as did the network: both ABC and CBS broadcast versions of The Bugs Bunny Show. In 2000, the series, by then known as The Bugs Bunny &amp; Tweety Show, was canceled after the Looney Tunes and Merrie Melodies libraries became the exclusive property of the Cartoon Network family of cable TV networks in the United States.</p>",7.1,"Comedy,Family",ABC,1960-10-11,Ended
tt6763664,The Haunting of Hill House,"<p><b>The Haunting of Hill House</b> is a modern reimagining of Shirley Jackson's classic 1959 novel. Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.</p>",8.3,"Drama,Horror,Thriller",,2018-10-12,Ended
tt5189670,Making a Murderer,"<p><b>Making a Murderer </b>chronicles the story of Steven Avery, who spent 18 years in prison for rape and was freed after DNA linked another man to the crime. His release triggered major criminal justice reform legislation, and he filed a lawsuit that threatened to expose corruption in local law enforcement and award him millions of dollars. But in the midst of the civil case, he became the prime suspect in a murder, for which he was convicted and sentenced to life in prison. <i>Making A Murderer</i> examines allegations of police and prosecutorial misconduct, evidence tampering and witness coercion. The series looks at what went wrong in the first case and questions whether scientific advances and legislative reforms over the past three decades have gotten us any closer to delivering truth and justice in the system.</p>",8.3,Crime,,2015-12-18,Ended
tt0275137,Justice League Unlimited,"<p>The New <b>Justice League Unlimited</b> consists of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Martian Manhunter and Hawkgirl – they have all saved countless lives from unspeakable dangers, using their unique powers to fight evil on Earth and across the galaxy. And until now, they have all worked alone. But after an alien invasion that took their combined powers to defeat, these seven super heroes unite to become the Justice League.</p>",7.9,"Action,Adventure,Science-Fiction",Cartoon Network,2004-07-31,Ended
tt0417373,The Venture Bros.,"<p><b>The Venture Bros.</b> is an American animated television series that premiered on Cartoon Network's Adult Swim on February 16, 2003. The series mixes action and comedy together while it chronicles the adventures of the Venture family: well-meaning but incompetent teenagers Hank and Dean Venture; their emotionally insecure, ethically challenged super-scientist father Dr. Thaddeus ""Rusty"" Venture; the family's bodyguard, originally the ultra-violent and macho secret agent Brock Samson and his later replacement, reformed super villain and ""cured"" pedophile Sergeant Hatred; and the family's self-proclaimed arch-nemesis, the Monarch, a butterfly-themed super villain.</p>",8.3,"Comedy,Adventure",Adult Swim,2003-02-16,Ended
tt4063800,Le Bureau des Légendes,"<p>Within the French secret service, one department known as the DGSE manages the missions of all undercover operatives working under fake identities to identify intelligence sources.</p>",8.4,"Drama,Espionage",Canal+,2015-04-27,To Be Determined
tt0229889,El Chavo del Ocho,"<p><b>El Chavo del 8 </b>is the history of a Mexican boy (el Chavo) who lives in a vicinity of the City of Mexico within a barrel located in the patio of the vicinity. The program explores, of humorous way, the tangles that the childrens get into, especially el chavo with their friends and neighbors like kiko, chilindrina, Don Ramon, among others.</p>",,"Drama,Comedy,Adventure",Telesistema Mexicano,1973-04-09,Ended
